chr;start;end;value1;color
chr3;29200000;29200100;4;a
chr3;29400000;29400100;15;a
chr3;29600000;29600100;4;a
chr3;29800000;29800100;2;a
chr3;30000000;30000100;1;a
chr3;30200000;30200100;3;a
chr3;30400000;30400100;1;a
chr3;30600000;30600100;2;a
chr3;30800000;30800100;1;a
chr3;31000000;31000100;1;a
chr3;31200000;31200100;4;a
chr3;31400000;31400100;7;a
chr3;31600000;31600100;11;a
chr3;31800000;31800100;10;a
chr3;32000000;32000100;11;a
chr3;32200000;32200100;9;a
chr3;32400000;32400100;2;a
chr3;32600000;32600100;3;a
chr3;32800000;32800100;3;a
chr3;33000000;33000100;2;a
chr3;33200000;33200100;2;a
chr3;33400000;33400100;3;a
chr3;33600000;33600100;2;a
chr3;33800000;33800100;9;a
chr3;34000000;34000100;3;a
chr3;34200000;34200100;1;a
chr3;34400000;34400100;4;a
chr3;34600000;34600100;0;a
chr3;34800000;34800100;1;a
chr3;35000000;35000100;0;a
chr3;35200000;35200100;0;a
chr3;35400000;35400100;1;a
chr3;35600000;35600100;0;a
chr3;35800000;35800100;0;a
chr3;36000000;36000100;0;a
chr3;36200000;36200100;1;a
chr3;36400000;36400100;4;a
chr3;36600000;36600100;3;a
chr3;36800000;36800100;12;a
chr3;37000000;37000100;20;a
chr3;37200000;37200100;15;a
chr3;37400000;37400100;11;a
chr3;37600000;37600100;10;a
chr3;37800000;37800100;8;a
chr3;38000000;38000100;18;a
chr3;38200000;38200100;2;a
chr3;38400000;38400100;0;a
chr3;38600000;38600100;6;a
chr3;38800000;38800100;34;a
chr3;39000000;39000100;5;a
chr3;39200000;39200100;6;a
chr3;39400000;39400100;6;a
chr3;39600000;39600100;0;a
chr3;39800000;39800100;3;a
chr3;40000000;40000100;11;a
chr3;40200000;40200100;18;a
chr3;40400000;40400100;5;a
chr3;40600000;40600100;13;a
chr3;40800000;40800100;11;a
chr3;41000000;41000100;4;a
chr3;41200000;41200100;6;a
chr3;41400000;41400100;7;a
chr3;41600000;41600100;42;a
chr3;41800000;41800100;4;a
chr3;42000000;42000100;13;a
chr3;42200000;42200100;33;a
chr4;0;100;0;a
chr4;200000;200100;61;a
chr4;400000;400100;43;a
chr4;600000;600100;52;a
chr4;800000;800100;47;a
chr4;1000000;1000100;35;a
chr4;1200000;1200100;34;a
chr4;1400000;1400100;43;a
chr4;1600000;1600100;54;a
chr4;1800000;1800100;49;a
chr4;2000000;2000100;50;a
chr4;2200000;2200100;37;a
chr4;2400000;2400100;45;a
chr4;2600000;2600100;52;a
chr4;2800000;2800100;45;a
chr4;3000000;3000100;28;a
chr4;3200000;3200100;35;a
chr4;3400000;3400100;34;a
chr4;3600000;3600100;44;a
chr4;3800000;3800100;31;a
chr4;4000000;4000100;30;a
chr4;4200000;4200100;35;a
chr4;4400000;4400100;45;a
chr4;4600000;4600100;30;a
chr4;4800000;4800100;52;a
chr4;5000000;5000100;38;a
chr4;5200000;5200100;48;a
chr4;5400000;5400100;29;a
chr4;5600000;5600100;30;a
chr4;5800000;5800100;34;a
chr4;6000000;6000100;19;a
chr4;6200000;6200100;32;a
chr4;6400000;6400100;47;a
chr4;6600000;6600100;13;a
chr4;6800000;6800100;28;a
chr4;7000000;7000100;7;a
chr4;7200000;7200100;27;a
chr4;7400000;7400100;28;a
chr4;7600000;7600100;51;a
chr4;7800000;7800100;13;a
chr4;8000000;8000100;33;a
chr4;8200000;8200100;28;a
chr4;8400000;8400100;11;a
chr4;8600000;8600100;24;a
chr4;8800000;8800100;20;a
chr4;9000000;9000100;13;a
chr4;9200000;9200100;49;a
chr4;9400000;9400100;25;a
chr4;9600000;9600100;36;a
chr4;9800000;9800100;27;a
chr4;10000000;10000100;10;a
chr4;10200000;10200100;16;a
chr4;10400000;10400100;4;a
chr4;10600000;10600100;12;a
chr4;10800000;10800100;0;a
chr4;11000000;11000100;12;a
chr4;11200000;11200100;11;a
chr4;11400000;11400100;25;a
chr4;11600000;11600100;14;a
chr4;11800000;11800100;9;a
chr4;12000000;12000100;12;a
chr4;12200000;12200100;20;a
chr4;12400000;12400100;37;a
chr4;12600000;12600100;30;a
chr4;12800000;12800100;6;a
chr4;13000000;13000100;2;a
chr4;13200000;13200100;4;a
chr4;13400000;13400100;2;a
chr4;13600000;13600100;22;a
chr4;13800000;13800100;15;a
chr4;14000000;14000100;5;a
chr4;14200000;14200100;0;a
chr4;14400000;14400100;16;a
chr4;14600000;14600100;6;a
chr4;14800000;14800100;9;a
chr4;15000000;15000100;9;a
chr4;15200000;15200100;4;a
chr4;15400000;15400100;10;a
chr4;15600000;15600100;16;a
chr4;15800000;15800100;10;a
chr4;16000000;16000100;19;a
chr4;16200000;16200100;7;a
chr4;16400000;16400100;10;a
chr4;16600000;16600100;9;a
chr4;16800000;16800100;0;a
chr4;17000000;17000100;4;a
chr4;17200000;17200100;1;a
chr4;17400000;17400100;14;a
chr4;17600000;17600100;4;a
chr4;17800000;17800100;8;a
chr4;18000000;18000100;4;a
chr4;18200000;18200100;12;a
chr4;18400000;18400100;1;a
chr4;18600000;18600100;5;a
chr4;18800000;18800100;0;a
chr4;19000000;19000100;2;a
chr4;19200000;19200100;4;a
chr4;19400000;19400100;0;a
chr4;19600000;19600100;5;a
chr4;19800000;19800100;0;a
chr4;20000000;20000100;5;a
chr4;20200000;20200100;1;a
chr4;20400000;20400100;0;a
chr4;20600000;20600100;3;a
chr4;20800000;20800100;0;a
chr4;21000000;21000100;0;a
chr4;21200000;21200100;0;a
chr4;21400000;21400100;7;a
chr4;21600000;21600100;5;a
chr4;21800000;21800100;1;a
chr4;22000000;22000100;0;a
chr4;22200000;22200100;2;a
chr4;22400000;22400100;8;a
chr4;22600000;22600100;0;a
chr4;22800000;22800100;0;a
chr4;23000000;23000100;1;a
chr4;23200000;23200100;0;a
chr4;23400000;23400100;0;a
chr4;23600000;23600100;0;a
chr4;23800000;23800100;0;a
chr4;24000000;24000100;6;a
chr4;24200000;24200100;4;a
chr4;24400000;24400100;6;a
chr4;24600000;24600100;0;a
chr4;24800000;24800100;0;a
chr4;25000000;25000100;0;a
chr4;25200000;25200100;4;a
chr4;25400000;25400100;0;a
chr4;25600000;25600100;0;a
chr4;25800000;25800100;0;a
chr4;26000000;26000100;2;a
chr4;26200000;26200100;0;a
chr4;26400000;26400100;0;a
chr4;26600000;26600100;0;a
chr4;26800000;26800100;0;a
chr4;27000000;27000100;0;a
chr4;27200000;27200100;0;a
chr4;27400000;27400100;0;a
chr4;27600000;27600100;0;a
chr4;27800000;27800100;0;a
chr4;28000000;28000100;0;a
chr4;28200000;28200100;0;a
chr4;28400000;28400100;0;a
chr4;28600000;28600100;0;a
chr4;28800000;28800100;0;a
chr4;29000000;29000100;0;a
chr4;29200000;29200100;0;a
chr4;29400000;29400100;0;a
chr4;29600000;29600100;0;a
chr4;29800000;29800100;6;a
chr4;30000000;30000100;0;a
chr4;30200000;30200100;0;a
chr4;30400000;30400100;0;a
chr4;30600000;30600100;0;a
chr4;30800000;30800100;0;a
chr4;31000000;31000100;0;a
chr4;31200000;31200100;0;a
chr4;31400000;31400100;0;a
chr4;31600000;31600100;0;a
chr4;31800000;31800100;0;a
chr4;32000000;32000100;2;a
chr4;32200000;32200100;0;a
chr4;32400000;32400100;0;a
chr4;32600000;32600100;0;a
chr4;32800000;32800100;2;a
chr4;33000000;33000100;0;a
chr4;33200000;33200100;2;a
chr4;33400000;33400100;4;a
chr4;33600000;33600100;0;a
chr4;33800000;33800100;0;a
chr4;34000000;34000100;0;a
chr4;34200000;34200100;2;a
chr4;34400000;34400100;0;a
chr4;34600000;34600100;0;a
chr4;34800000;34800100;0;a
chr4;35000000;35000100;0;a
chr4;35200000;35200100;0;a
chr4;35400000;35400100;0;a
chr4;35600000;35600100;10;a
chr4;35800000;35800100;5;a
chr4;36000000;36000100;0;a
chr4;36200000;36200100;0;a
chr4;36400000;36400100;0;a
chr4;36600000;36600100;0;a
chr4;36800000;36800100;2;a
chr4;37000000;37000100;0;a
chr4;37200000;37200100;0;a
chr4;37400000;37400100;0;a
chr4;37600000;37600100;5;a
chr4;37800000;37800100;0;a
chr4;38000000;38000100;2;a
chr4;38200000;38200100;0;a
chr4;38400000;38400100;4;a
chr4;38600000;38600100;2;a
chr4;38800000;38800100;0;a
chr4;39000000;39000100;0;a
chr4;39200000;39200100;0;a
chr4;39400000;39400100;11;a
chr4;39600000;39600100;14;a
chr4;39800000;39800100;0;a
chr4;40000000;40000100;8;a
chr4;40200000;40200100;2;a
chr4;40400000;40400100;2;a
chr4;40600000;40600100;4;a
chr4;40800000;40800100;0;a
chr4;41000000;41000100;3;a
chr4;41200000;41200100;0;a
chr4;41400000;41400100;0;a
chr4;41600000;41600100;0;a
chr4;41800000;41800100;3;a
chr4;42000000;42000100;0;a
chr4;42200000;42200100;12;a
chr4;42400000;42400100;2;a
chr4;42600000;42600100;13;a
chr4;42800000;42800100;4;a
chr4;43000000;43000100;5;a
chr4;43200000;43200100;2;a
chr4;43400000;43400100;2;a
chr4;43600000;43600100;1;a
chr4;43800000;43800100;0;a
chr4;44000000;44000100;0;a
chr4;44200000;44200100;1;a
chr4;44400000;44400100;0;a
chr4;44600000;44600100;1;a
chr4;44800000;44800100;0;a
chr4;45000000;45000100;7;a
chr4;45200000;45200100;5;a
chr4;45400000;45400100;2;a
chr4;45600000;45600100;16;a
chr4;45800000;45800100;8;a
chr4;46000000;46000100;6;a
chr4;46200000;46200100;0;a
chr4;46400000;46400100;1;a
chr4;46600000;46600100;4;a
chr4;46800000;46800100;9;a
chr4;47000000;47000100;16;a
chr4;47200000;47200100;14;a
chr4;47400000;47400100;4;a
chr4;47600000;47600100;8;a
chr4;47800000;47800100;7;a
chr4;48000000;48000100;13;a
chr4;48200000;48200100;11;a
chr4;48400000;48400100;17;a
chr4;48600000;48600100;14;a
chr4;48800000;48800100;20;a
chr4;49000000;49000100;12;a
chr4;49200000;49200100;11;a
chr4;49400000;49400100;39;a
chr4;49600000;49600100;17;a
chr4;49800000;49800100;14;a
chr4;50000000;50000100;34;a
chr4;50200000;50200100;12;a
chr4;50400000;50400100;16;a
chr4;50600000;50600100;16;a
chr4;50800000;50800100;35;a
chr4;51000000;51000100;43;a
chr5;0;100;0;a
chr5;200000;200100;23;a
chr5;400000;400100;30;a
chr5;600000;600100;13;a
chr5;800000;800100;7;a
chr5;1000000;1000100;29;a
chr5;1200000;1200100;19;a
chr5;1400000;1400100;0;a
chr5;1600000;1600100;0;a
chr5;1800000;1800100;5;a
chr5;2000000;2000100;1;a
chr5;2200000;2200100;4;a
chr5;2400000;2400100;3;a
chr5;2600000;2600100;3;a
chr5;2800000;2800100;9;a
chr5;3000000;3000100;18;a
chr5;3200000;3200100;6;a
chr5;3400000;3400100;6;a
chr5;3600000;3600100;4;a
chr5;3800000;3800100;6;a
chr5;4000000;4000100;6;a
chr5;4200000;4200100;6;a
chr5;4400000;4400100;8;a
chr5;4600000;4600100;5;a
chr5;4800000;4800100;4;a
chr5;5000000;5000100;8;a
chr5;5200000;5200100;3;a
chr5;5400000;5400100;9;a
chr5;5600000;5600100;4;a
chr5;5800000;5800100;4;a
chr5;6000000;6000100;15;a
chr5;6200000;6200100;10;a
chr5;6400000;6400100;0;a
chr5;6600000;6600100;11;a
chr5;6800000;6800100;24;a
chr5;7000000;7000100;1;a
chr5;7200000;7200100;1;a
chr5;7400000;7400100;11;a
chr5;7600000;7600100;9;a
chr5;7800000;7800100;1;a
chr5;8000000;8000100;0;a
chr5;8200000;8200100;5;a
chr5;8400000;8400100;0;a
chr5;8600000;8600100;12;a
chr5;8800000;8800100;4;a
chr5;9000000;9000100;12;a
chr5;9200000;9200100;0;a
chr5;9400000;9400100;0;a
chr5;9600000;9600100;2;a
chr5;9800000;9800100;6;a
chr5;10000000;10000100;3;a
chr5;10200000;10200100;0;a
chr5;10400000;10400100;7;a
chr5;10600000;10600100;2;a
chr5;10800000;10800100;0;a
chr5;11000000;11000100;0;a
chr5;11200000;11200100;0;a
chr5;11400000;11400100;0;a
chr5;11600000;11600100;5;a
chr5;11800000;11800100;2;a
chr5;12000000;12000100;10;a
chr5;12200000;12200100;5;a
chr5;12400000;12400100;0;a
chr5;12600000;12600100;9;a
chr5;12800000;12800100;2;a
chr5;13000000;13000100;0;a
chr5;13200000;13200100;9;a
chr5;13400000;13400100;0;a
chr5;13600000;13600100;0;a
chr5;13800000;13800100;0;a
chr5;14000000;14000100;0;a
chr5;14200000;14200100;1;a
chr5;14400000;14400100;9;a
chr5;14600000;14600100;2;a
chr5;14800000;14800100;5;a
chr5;15000000;15000100;4;a
chr5;15200000;15200100;9;a
chr5;15400000;15400100;0;a
chr5;15600000;15600100;4;a
chr5;15800000;15800100;0;a
chr5;16000000;16000100;5;a
chr5;16200000;16200100;9;a
chr5;16400000;16400100;3;a
chr5;16600000;16600100;3;a
chr5;16800000;16800100;5;a
chr5;17000000;17000100;0;a
chr5;17200000;17200100;3;a
chr5;17400000;17400100;0;a
chr5;17600000;17600100;0;a
chr5;17800000;17800100;0;a
chr5;18000000;18000100;0;a
chr5;18200000;18200100;0;a
chr5;18400000;18400100;0;a
chr5;18600000;18600100;2;a
chr5;18800000;18800100;0;a
chr5;19000000;19000100;0;a
chr5;19200000;19200100;0;a
chr5;19400000;19400100;0;a
chr5;19600000;19600100;0;a
chr5;19800000;19800100;0;a
chr5;20000000;20000100;0;a
chr5;20200000;20200100;0;a
chr5;20400000;20400100;0;a
chr5;20600000;20600100;0;a
chr5;20800000;20800100;0;a
chr5;21000000;21000100;0;a
chr5;21200000;21200100;0;a
chr5;21400000;21400100;0;a
chr5;21600000;21600100;0;a
chr5;21800000;21800100;1;a
chr5;22000000;22000100;0;a
chr5;22200000;22200100;0;a
chr5;22400000;22400100;0;a
chr5;22600000;22600100;0;a
chr5;22800000;22800100;0;a
chr5;23000000;23000100;0;a
chr5;23200000;23200100;0;a
chr5;23400000;23400100;0;a
chr5;23600000;23600100;0;a
chr5;23800000;23800100;1;a
chr5;24000000;24000100;0;a
chr5;24200000;24200100;0;a
chr5;24400000;24400100;0;a
chr5;24600000;24600100;0;a
chr5;24800000;24800100;0;a
chr5;25000000;25000100;0;a
chr5;25200000;25200100;0;a
chr5;25400000;25400100;0;a
chr5;25600000;25600100;0;a
chr5;25800000;25800100;0;a
chr5;26000000;26000100;0;a
chr5;26200000;26200100;0;a
chr5;26400000;26400100;6;a
chr5;26600000;26600100;3;a
chr5;26800000;26800100;5;a
chr5;27000000;27000100;6;a
chr5;27200000;27200100;1;a
chr5;27400000;27400100;3;a
chr5;27600000;27600100;7;a
chr5;27800000;27800100;6;a
chr5;28000000;28000100;1;a
chr5;28200000;28200100;5;a
chr5;28400000;28400100;1;a
chr5;28600000;28600100;3;a
chr5;28800000;28800100;11;a
chr5;29000000;29000100;11;a
chr5;29200000;29200100;0;a
chr5;29400000;29400100;5;a
chr5;29600000;29600100;5;a
chr5;29800000;29800100;7;a
chr5;30000000;30000100;7;a
chr5;30200000;30200100;1;a
chr5;30400000;30400100;4;a
chr5;30600000;30600100;10;a
chr5;30800000;30800100;8;a
chr5;31000000;31000100;7;a
chr5;31200000;31200100;1;a
chr5;31400000;31400100;4;a
chr5;31600000;31600100;3;a
chr5;31800000;31800100;3;a
chr5;32000000;32000100;1;a
chr5;32200000;32200100;0;a
chr5;32400000;32400100;6;a
chr5;32600000;32600100;2;a
chr5;32800000;32800100;6;a
chr5;33000000;33000100;7;a
chr5;33200000;33200100;5;a
chr5;33400000;33400100;20;a
chr5;33600000;33600100;4;a
chr5;33800000;33800100;9;a
chr5;34000000;34000100;18;a
chr5;34200000;34200100;6;a
chr5;34400000;34400100;1;a
chr5;34600000;34600100;9;a
chr5;34800000;34800100;16;a
chr5;35000000;35000100;13;a
chr5;35200000;35200100;6;a
chr5;35400000;35400100;7;a
chr5;35600000;35600100;5;a
chr5;35800000;35800100;6;a
chr5;36000000;36000100;13;a
chr5;36200000;36200100;1;a
chr5;36400000;36400100;11;a
chr5;36600000;36600100;9;a
chr5;36800000;36800100;2;a
chr5;37000000;37000100;0;a
chr5;37200000;37200100;1;a
chr5;37400000;37400100;8;a
chr5;37600000;37600100;10;a
chr5;37800000;37800100;0;a
chr5;38000000;38000100;5;a
chr5;38200000;38200100;6;a
chr5;38400000;38400100;11;a
chr5;38600000;38600100;19;a
chr5;38800000;38800100;5;a
chr5;39000000;39000100;18;a
chr5;39200000;39200100;5;a
chr5;39400000;39400100;0;a
chr5;39600000;39600100;3;a
chr5;39800000;39800100;7;a
chr5;40000000;40000100;2;a
chr5;40200000;40200100;12;a
chr5;40400000;40400100;17;a
chr5;40600000;40600100;22;a
chr5;40800000;40800100;19;a
chr5;41000000;41000100;17;a
chr5;41200000;41200100;21;a
chr5;41400000;41400100;23;a
chr5;41600000;41600100;19;a
chr5;41800000;41800100;19;a
chr5;42000000;42000100;10;a
chr5;42200000;42200100;14;a
chr5;42400000;42400100;5;a
chr5;42600000;42600100;25;a
chr5;42800000;42800100;29;a
chr5;43000000;43000100;16;a
chr5;43200000;43200100;36;a
chr5;43400000;43400100;32;a
chr5;43600000;43600100;17;a
chr5;43800000;43800100;27;a
chr5;44000000;44000100;27;a
chr5;44200000;44200100;30;a
chr5;44400000;44400100;27;a
chr5;44600000;44600100;28;a
chr5;44800000;44800100;30;a
chr5;45000000;45000100;2;a
chr5;45200000;45200100;49;a
chr5;45400000;45400100;25;a
chr5;45600000;45600100;23;a
chr5;45800000;45800100;30;a
chr5;46000000;46000100;42;a
chr5;46200000;46200100;21;a
chr5;46400000;46400100;28;a
chr5;46600000;46600100;49;a
chr5;46800000;46800100;43;a
chr5;47000000;47000100;36;a
chr5;47200000;47200100;44;a
chr5;47400000;47400100;38;a
chr5;47600000;47600100;45;a
chr5;47800000;47800100;34;a
chr5;48000000;48000100;39;a
chr5;48200000;48200100;28;a
chr5;48400000;48400100;34;a
chr5;48600000;48600100;37;a
chr5;48800000;48800100;46;a
chr5;49000000;49000100;12;a
chr5;49200000;49200100;37;a
chr5;49400000;49400100;46;a
chr5;49600000;49600100;42;a
chr5;49800000;49800100;39;a
chr5;50000000;50000100;46;a
chr5;50200000;50200100;43;a
chr5;50400000;50400100;41;a
chr5;50600000;50600100;42;a
chr5;50800000;50800100;46;a
chr6;0;100;0;a
chr6;200000;200100;44;a
chr6;400000;400100;38;a
chr6;600000;600100;32;a
chr6;800000;800100;35;a
chr6;1000000;1000100;41;a
chr6;1200000;1200100;49;a
chr6;1400000;1400100;25;a
chr6;1600000;1600100;40;a
chr6;1800000;1800100;23;a
chr6;2000000;2000100;31;a
chr6;2200000;2200100;42;a
chr6;2400000;2400100;38;a
chr6;2600000;2600100;37;a
chr6;2800000;2800100;49;a
chr6;3000000;3000100;40;a
chr6;3200000;3200100;25;a
chr6;3400000;3400100;35;a
chr6;3600000;3600100;23;a
chr6;3800000;3800100;41;a
chr6;4000000;4000100;43;a
chr6;4200000;4200100;25;a
chr6;4400000;4400100;29;a
chr6;4600000;4600100;41;a
chr6;4800000;4800100;31;a
chr6;5000000;5000100;28;a
chr6;5200000;5200100;35;a
chr6;5400000;5400100;25;a
chr6;5600000;5600100;39;a
chr6;5800000;5800100;37;a
chr6;6000000;6000100;39;a
chr6;6200000;6200100;44;a
chr6;6400000;6400100;39;a
chr6;6600000;6600100;37;a
chr6;6800000;6800100;34;a
chr6;7000000;7000100;35;a
chr6;7200000;7200100;53;a
chr6;7400000;7400100;29;a
chr6;7600000;7600100;31;a
chr6;7800000;7800100;41;a
chr6;8000000;8000100;30;a
chr6;8200000;8200100;51;a
chr6;8400000;8400100;30;a
chr6;8600000;8600100;20;a
chr6;8800000;8800100;27;a
chr6;9000000;9000100;35;a
chr6;9200000;9200100;39;a
chr6;9400000;9400100;36;a
chr6;9600000;9600100;37;a
chr6;9800000;9800100;40;a
chr6;10000000;10000100;35;a
chr6;10200000;10200100;35;a
chr6;10400000;10400100;31;a
chr6;10600000;10600100;41;a
chr6;10800000;10800100;34;a
chr6;11000000;11000100;3;a
chr6;11200000;11200100;31;a
chr6;11400000;11400100;31;a
chr6;11600000;11600100;42;a
chr6;11800000;11800100;31;a
chr6;12000000;12000100;23;a
chr6;12200000;12200100;8;a
chr6;12400000;12400100;22;a
chr6;12600000;12600100;34;a
chr6;12800000;12800100;42;a
chr6;13000000;13000100;26;a
chr6;13200000;13200100;28;a
chr6;13400000;13400100;32;a
chr6;13600000;13600100;32;a
chr6;13800000;13800100;22;a
chr6;14000000;14000100;22;a
chr6;14200000;14200100;29;a
chr6;14400000;14400100;34;a
chr6;14600000;14600100;10;a
chr6;14800000;14800100;15;a
chr6;15000000;15000100;18;a
chr6;15200000;15200100;14;a
chr6;15400000;15400100;23;a
chr6;15600000;15600100;35;a
chr6;15800000;15800100;26;a
chr6;16000000;16000100;16;a
chr6;16200000;16200100;27;a
chr6;16400000;16400100;6;a
chr6;16600000;16600100;6;a
chr6;16800000;16800100;33;a
chr6;17000000;17000100;14;a
chr6;17200000;17200100;21;a
chr6;17400000;17400100;27;a
chr6;17600000;17600100;21;a
chr6;17800000;17800100;19;a
chr6;18000000;18000100;22;a
chr6;18200000;18200100;1;a
chr6;18400000;18400100;1;a
chr6;18600000;18600100;1;a
chr6;18800000;18800100;2;a
chr6;19000000;19000100;5;a
chr6;19200000;19200100;9;a
chr6;19400000;19400100;23;a
chr6;19600000;19600100;8;a
chr6;19800000;19800100;0;a
chr6;20000000;20000100;14;a
chr6;20200000;20200100;17;a
chr6;20400000;20400100;11;a
chr6;20600000;20600100;19;a
chr6;20800000;20800100;23;a
chr6;21000000;21000100;8;a
chr6;21200000;21200100;18;a
chr6;21400000;21400100;6;a
chr6;21600000;21600100;5;a
chr6;21800000;21800100;4;a
chr6;22000000;22000100;0;a
chr6;22200000;22200100;0;a
chr6;22400000;22400100;0;a
chr6;22600000;22600100;0;a
chr6;22800000;22800100;3;a
chr6;23000000;23000100;0;a
chr6;23200000;23200100;9;a
chr6;23400000;23400100;7;a
chr6;23600000;23600100;0;a
chr6;23800000;23800100;8;a
chr6;24000000;24000100;2;a
chr6;24200000;24200100;5;a
chr6;24400000;24400100;11;a
chr6;24600000;24600100;10;a
chr6;24800000;24800100;12;a
chr6;25000000;25000100;0;a
chr6;25200000;25200100;7;a
chr6;25400000;25400100;11;a
chr6;25600000;25600100;6;a
chr6;25800000;25800100;13;a
chr6;26000000;26000100;1;a
chr6;26200000;26200100;9;a
chr6;26400000;26400100;1;a
chr6;26600000;26600100;8;a
chr6;26800000;26800100;4;a
chr6;27000000;27000100;0;a
chr6;27200000;27200100;10;a
chr6;27400000;27400100;0;a
chr6;27600000;27600100;3;a
chr6;27800000;27800100;6;a
chr6;28000000;28000100;0;a
chr6;28200000;28200100;11;a
chr6;28400000;28400100;7;a
chr6;28600000;28600100;12;a
chr6;28800000;28800100;0;a
chr6;29000000;29000100;2;a
chr6;29200000;29200100;0;a
chr6;29400000;29400100;0;a
chr6;29600000;29600100;0;a
chr6;29800000;29800100;1;a
chr6;30000000;30000100;4;a
chr6;30200000;30200100;7;a
chr6;30400000;30400100;3;a
chr6;30600000;30600100;0;a
chr6;30800000;30800100;3;a
chr6;31000000;31000100;0;a
chr6;31200000;31200100;0;a
chr6;31400000;31400100;5;a
chr6;31600000;31600100;5;a
chr6;31800000;31800100;1;a
chr6;32000000;32000100;0;a
chr6;32200000;32200100;0;a
chr6;32400000;32400100;0;a
chr6;32600000;32600100;6;a
chr6;32800000;32800100;1;a
chr6;33000000;33000100;0;a
chr6;33200000;33200100;0;a
chr6;33400000;33400100;0;a
chr6;33600000;33600100;0;a
chr6;33800000;33800100;0;a
chr6;34000000;34000100;0;a
chr6;34200000;34200100;8;a
chr6;34400000;34400100;1;a
chr6;34600000;34600100;0;a
chr6;34800000;34800100;1;a
chr6;35000000;35000100;2;a
chr6;35200000;35200100;0;a
chr6;35400000;35400100;0;a
chr6;35600000;35600100;0;a
chr6;35800000;35800100;1;a
chr6;36000000;36000100;0;a
chr6;36200000;36200100;0;a
chr6;36400000;36400100;0;a
chr6;36600000;36600100;2;a
chr6;36800000;36800100;0;a
chr6;37000000;37000100;0;a
chr6;37200000;37200100;1;a
chr6;37400000;37400100;0;a
chr6;37600000;37600100;0;a
chr6;37800000;37800100;0;a
chr6;38000000;38000100;0;a
chr6;38200000;38200100;0;a
chr6;38400000;38400100;1;a
chr6;38600000;38600100;0;a
chr6;38800000;38800100;0;a
chr6;39000000;39000100;0;a
chr6;39200000;39200100;1;a
chr6;39400000;39400100;0;a
chr6;39600000;39600100;0;a
chr6;39800000;39800100;0;a
chr6;40000000;40000100;0;a
chr6;40200000;40200100;0;a
chr6;40400000;40400100;0;a
chr6;40600000;40600100;0;a
chr6;40800000;40800100;3;a
chr6;41000000;41000100;0;a
chr6;41200000;41200100;0;a
chr6;41400000;41400100;0;a
chr6;41600000;41600100;0;a
chr6;41800000;41800100;0;a
chr6;42000000;42000100;0;a
chr6;42200000;42200100;0;a
chr6;42400000;42400100;0;a
chr6;42600000;42600100;0;a
chr6;42800000;42800100;0;a
chr6;43000000;43000100;0;a
chr6;43200000;43200100;4;a
chr6;43400000;43400100;0;a
chr6;43600000;43600100;0;a
chr6;43800000;43800100;0;a
chr6;44000000;44000100;0;a
chr6;44200000;44200100;1;a
chr6;44400000;44400100;0;a
chr6;44600000;44600100;0;a
chr6;44800000;44800100;0;a
chr6;45000000;45000100;0;a
chr6;45200000;45200100;0;a
chr6;45400000;45400100;0;a
chr6;45600000;45600100;0;a
chr6;45800000;45800100;0;a
chr6;46000000;46000100;0;a
chr6;46200000;46200100;0;a
chr6;46400000;46400100;2;a
chr6;46600000;46600100;6;a
chr6;46800000;46800100;0;a
chr6;47000000;47000100;0;a
chr6;47200000;47200100;0;a
chr6;47400000;47400100;1;a
chr6;47600000;47600100;0;a
chr6;47800000;47800100;1;a
chr6;48000000;48000100;0;a
chr6;48200000;48200100;9;a
chr6;48400000;48400100;5;a
chr6;48600000;48600100;1;a
chr6;48800000;48800100;0;a
chr6;49000000;49000100;0;a
chr6;49200000;49200100;0;a
chr6;49400000;49400100;0;a
chr6;49600000;49600100;5;a
chr6;49800000;49800100;0;a
chr6;50000000;50000100;1;a
chr6;50200000;50200100;1;a
chr6;50400000;50400100;0;a
chr6;50600000;50600100;5;a
chr6;50800000;50800100;0;a
chr6;51000000;51000100;8;a
chr6;51200000;51200100;5;a
chr6;51400000;51400100;9;a
chr6;51600000;51600100;0;a
chr6;51800000;51800100;14;a
chr6;52000000;52000100;6;a
chr6;52200000;52200100;2;a
chr6;52400000;52400100;6;a
chr6;52600000;52600100;2;a
chr6;52800000;52800100;0;a
chr6;53000000;53000100;0;a
chr6;53200000;53200100;14;a
chr6;53400000;53400100;2;a
chr6;53600000;53600100;4;a
chr6;53800000;53800100;16;a
chr6;54000000;54000100;3;a
chr6;54200000;54200100;13;a
chr6;54400000;54400100;5;a
chr6;54600000;54600100;0;a
chr6;54800000;54800100;8;a
chr6;55000000;55000100;6;a
chr6;55200000;55200100;0;a
chr6;55400000;55400100;0;a
chr6;55600000;55600100;5;a
chr6;55800000;55800100;0;a
chr6;56000000;56000100;2;a
chr6;56200000;56200100;0;a
chr6;56400000;56400100;10;a
chr6;56600000;56600100;8;a
chr6;56800000;56800100;14;a
chr6;57000000;57000100;11;a
chr6;57200000;57200100;14;a
chr6;57400000;57400100;5;a
chr6;57600000;57600100;7;a
chr6;57800000;57800100;7;a
chr6;58000000;58000100;5;a
chr6;58200000;58200100;0;a
chr6;58400000;58400100;6;a
chr6;58600000;58600100;3;a
chr6;58800000;58800100;0;a
chr6;59000000;59000100;10;a
chr6;59200000;59200100;7;a
chr6;59400000;59400100;5;a
chr6;59600000;59600100;4;a
