chr	start	end	valeu1	color	V6	V7
sq0004	23900000	24000000	0	a	0	0
sq0004	24000000	24100000	30	a	0	0
sq0004	24100000	24200000	0	a	0	0
sq0004	24200000	24300000	0	a	0	0
sq0004	24300000	24400000	10	a	0	0
sq0004	24400000	24500000	20	a	0	0
sq0004	24500000	24600000	0	a	0	0
sq0004	24600000	24700000	0	a	0	0
sq0004	24700000	24800000	0	a	0	0
sq0004	24800000	24900000	0	a	0	0
sq0004	24900000	25000000	0	a	0	0
sq0004	25000000	25100000	0	a	0	0
sq0004	25100000	25200000	30	a	0	0
sq0004	25200000	25300000	0	a	0	0
sq0004	25300000	25400000	20	a	0	0
sq0004	25400000	25500000	20	a	0	0
sq0004	25500000	25600000	10	a	0	0
sq0004	25600000	25700000	30	a	0	0
sq0004	25700000	25800000	0	a	0	0
sq0004	25800000	25900000	0	a	0	0
sq0004	25900000	26000000	0	a	0	0
sq0004	26000000	26100000	20	a	0	0
sq0004	26100000	26200000	0	a	0	0
sq0004	26200000	26300000	20	a	0	0
sq0004	26300000	26400000	20	a	0	0
sq0004	26400000	26500000	20	a	0	0
sq0004	26500000	26600000	20	a	0	0
sq0004	26600000	26700000	10	a	0	0
sq0004	26700000	26800000	0	a	0	0
sq0004	26800000	26900000	0	a	0	0
sq0004	26900000	27000000	10	a	0	0
sq0004	27000000	27100000	0	a	0	0
sq0004	27100000	27200000	40	a	0	0
sq0004	27200000	27300000	20	a	0	0
sq0004	27300000	27400000	10	a	0	0
sq0004	27400000	27500000	0	a	0	0
sq0004	27500000	27600000	0	a	0	0
sq0004	27600000	27700000	30	a	0	0
sq0004	27700000	27800000	40	a	0	0
sq0004	27800000	27900000	30	a	0	0
sq0004	27900000	28000000	10	a	0	0
sq0004	28000000	28100000	20	a	0	0
sq0004	28100000	28200000	0	a	0	0
sq0004	28200000	28300000	0	a	0	0
sq0004	28300000	28400000	10	a	0	0
sq0004	28400000	28500000	30	a	0	0
sq0004	28500000	28600000	0	a	0	0
sq0004	28600000	28700000	20	a	0	0
sq0004	28700000	28800000	30	a	0	0
sq0004	28800000	28900000	40	a	0	0
sq0004	28900000	29000000	50	a	0	0
sq0004	29000000	29100000	20	a	0	0
sq0004	29100000	29200000	0	a	0	0
sq0004	29200000	29300000	0	a	0	0
sq0004	29300000	29400000	0	a	0	0
sq0004	29400000	29500000	20	a	0	0
sq0004	29500000	29600000	0	a	0	0
sq0004	29600000	29700000	10	a	0	0
sq0004	29700000	29800000	0	a	0	0
sq0004	29800000	29900000	0	a	0	0
sq0004	29900000	30000000	30	a	0	0
sq0004	30000000	30100000	0	a	0	0
sq0004	30100000	30200000	0	a	0	0
sq0004	30200000	30300000	0	a	0	0
sq0004	30300000	30400000	10	a	0	0
sq0004	30400000	30500000	20	a	0	0
sq0004	30500000	30600000	10	a	0	0
sq0004	30600000	30700000	20	a	0	0
sq0004	30700000	30800000	10	a	0	0
sq0004	30800000	30900000	20	a	0	0
sq0004	30900000	31000000	10	a	0	0
sq0004	31000000	31100000	10	a	0	0
sq0004	31100000	31200000	0	a	0	0
sq0004	31200000	31300000	40	a	0	0
sq0004	31300000	31400000	40	a	0	0
sq0004	31400000	31500000	10	a	0	0
sq0004	31500000	31600000	10	a	0	0
sq0004	31600000	31700000	0	a	0	0
sq0004	31700000	31800000	0	a	0	0
sq0004	31800000	31900000	0	a	0	0
sq0004	31900000	32000000	20	a	0	0
sq0004	32000000	32100000	0	a	0	0
sq0004	32100000	32200000	30	a	0	0
sq0004	32200000	32300000	20	a	0	0
sq0004	32300000	32400000	20	a	0	0
sq0004	32400000	32500000	10	a	0	0
sq0004	32500000	32600000	0	a	0	0
sq0004	32600000	32700000	0	a	0	0
sq0004	32700000	32800000	0	a	0	0
sq0004	32800000	32900000	10	a	0	0
sq0004	32900000	33000000	30	a	0	0
sq0004	33000000	33100000	10	a	0	0
sq0004	33100000	33200000	10	a	0	0
sq0004	33200000	33300000	0	a	0	0
sq0004	33300000	33400000	0	a	0	0
sq0004	33400000	33500000	10	a	0	0
sq0004	33500000	33600000	30	a	0	0
sq0004	33600000	33700000	10	a	0	0
sq0004	33700000	33800000	0	a	0	0
sq0004	33800000	33900000	40	a	0	0
sq0004	33900000	34000000	10	a	0	0
sq0004	34000000	34100000	10	a	0	0
sq0004	34100000	34200000	20	a	0	0
sq0004	34200000	34300000	10	a	0	0
sq0004	34300000	34400000	0	a	0	0
sq0004	34400000	34500000	0	a	0	0
sq0004	34500000	34600000	0	a	0	0
sq0004	34600000	34700000	10	a	0	0
sq0004	34700000	34800000	0	a	0	0
sq0004	34800000	34900000	0	a	0	0
sq0004	34900000	35000000	20	a	0	0
sq0004	35000000	35100000	20	a	0	0
sq0004	35100000	35200000	20	a	0	0
sq0004	35200000	35300000	10	a	0	0
sq0004	35300000	35400000	10	a	0	0
sq0004	35400000	35500000	20	a	0	0
sq0004	35500000	35600000	10	a	0	0
sq0004	35600000	35700000	0	a	0	0
sq0004	35700000	35800000	10	a	0	0
sq0004	35800000	35900000	10	a	0	0
sq0004	35900000	36000000	0	a	0	0
sq0004	36000000	36100000	0	a	0	0
sq0004	36100000	36200000	20	a	0	0
sq0004	36200000	36300000	20	a	0	0
sq0004	36300000	36400000	0	a	0	0
sq0004	36400000	36500000	0	a	0	0
sq0004	36500000	36600000	0	a	0	0
sq0004	36600000	36700000	10	a	0	0
sq0004	36700000	36800000	30	a	0	0
sq0004	36800000	36900000	0	a	0	0
sq0004	36900000	37000000	0	a	0	0
sq0004	37000000	37100000	0	a	0	0
sq0004	37100000	37200000	0	a	0	0
sq0004	37200000	37300000	20	a	0	0
sq0004	37300000	37400000	30	a	0	0
sq0004	37400000	37500000	30	a	0	0
sq0004	37500000	37600000	20	a	0	0
sq0004	37600000	37700000	0	a	0	0
sq0004	37700000	37800000	10	a	0	0
sq0004	37800000	37900000	10	a	0	0
sq0004	37900000	38000000	10	a	0	0
sq0004	38000000	38100000	20	a	0	0
sq0004	38100000	38200000	20	a	0	0
sq0004	38200000	38300000	0	a	0	0
sq0004	38300000	38400000	40	a	0	0
sq0004	38400000	38500000	10	a	0	0
sq0004	38500000	38600000	10	a	0	0
sq0004	38600000	38700000	0	a	0	0
sq0004	38700000	38800000	30	a	0	0
sq0004	38800000	38900000	0	a	0	0
sq0004	38900000	39000000	10	a	0	0
sq0004	39000000	39100000	10	a	0	0
sq0004	39100000	39200000	10	a	0	0
sq0004	39200000	39300000	10	a	0	0
sq0004	39300000	39400000	10	a	0	0
sq0004	39400000	39500000	0	a	0	0
sq0004	39500000	39600000	10	a	0	0
sq0004	39600000	39700000	20	a	0	0
sq0004	39700000	39800000	20	a	0	0
sq0004	39800000	39900000	10	a	0	0
sq0004	39900000	40000000	0	a	0	0
sq0004	40000000	40100000	20	a	0	0
sq0004	40100000	40200000	0	a	0	0
sq0004	40200000	40300000	10	a	0	0
sq0004	40300000	40400000	10	a	0	0
sq0004	40400000	40500000	0	a	0	0
sq0004	40500000	40600000	10	a	0	0
sq0004	40600000	40700000	20	a	0	0
sq0004	40700000	40800000	0	a	0	0
sq0004	40800000	40900000	10	a	0	0
sq0004	40900000	41000000	20	a	0	0
sq0004	41000000	41100000	10	a	0	0
sq0004	41100000	41200000	20	a	0	0
sq0004	41200000	41300000	0	a	0	0
sq0004	41300000	41400000	0	a	0	0
sq0004	41400000	41500000	30	a	0	0
sq0004	41500000	41600000	10	a	0	0
sq0004	41600000	41700000	20	a	0	0
sq0004	41700000	41800000	10	a	0	0
sq0004	41800000	41900000	0	a	0	0
sq0004	41900000	42000000	0	a	0	0
sq0004	42000000	42100000	0	a	0	0
sq0004	42100000	42200000	0	a	0	0
sq0004	42200000	42300000	0	a	0	0
sq0004	42300000	42400000	10	a	0	0
sq0004	42400000	42500000	10	a	0	0
sq0004	42500000	42600000	40	a	0	0
sq0004	42600000	42700000	10	a	0	0
sq0004	42700000	42800000	0	a	0	0
sq0004	42800000	42900000	10	a	0	0
sq0004	42900000	43000000	0	a	0	0
sq0004	43000000	43100000	0	a	0	0
sq0004	43100000	43200000	0	a	0	0
sq0004	43200000	43300000	0	a	0	0
sq0004	43300000	43400000	0	a	0	0
sq0004	43400000	43500000	0	a	0	0
sq0004	43500000	43600000	10	a	0	0
sq0004	43600000	43700000	50	a	0	0
sq0004	43700000	43800000	0	a	0	0
sq0004	43800000	43900000	30	a	0	0
sq0004	43900000	44000000	0	a	0	0
sq0004	44000000	44100000	30	a	0	0
sq0004	44100000	44200000	10	a	0	0
sq0004	44200000	44300000	0	a	0	0
sq0004	44300000	44400000	0	a	0	0
sq0004	44400000	44500000	10	a	0	0
sq0004	44500000	44600000	20	a	0	0
sq0004	44600000	44700000	10	a	0	0
sq0004	44700000	44800000	20	a	0	0
sq0004	44800000	44900000	20	a	0	0
sq0004	44900000	45000000	10	a	0	0
sq0004	45000000	45100000	10	a	0	0
sq0004	45100000	45200000	0	a	0	0
sq0004	45200000	45300000	0	a	0	0
sq0004	45300000	45400000	10	a	0	0
sq0004	45400000	45500000	20	a	0	0
sq0004	45500000	45600000	20	a	0	0
sq0004	45600000	45700000	0	a	0	0
sq0004	45700000	45800000	0	a	0	0
sq0004	45800000	45900000	20	a	0	0
sq0004	45900000	46000000	0	a	0	0
sq0004	46000000	46100000	0	a	0	0
sq0004	46100000	46200000	50	a	0	0
sq0004	46200000	46300000	0	a	0	0
sq0004	46300000	46400000	20	a	0	0
sq0004	46400000	46500000	20	a	0	0
sq0004	46500000	46600000	10	a	0	0
sq0004	46600000	46700000	50	a	0	0
sq0004	46700000	46800000	0	a	0	0
sq0004	46800000	46900000	10	a	0	0
sq0004	46900000	47000000	30	a	0	0
sq0004	47000000	47100000	20	a	0	0
sq0004	47100000	47200000	30	a	0	0
sq0004	47200000	47300000	10	a	0	0
sq0004	47300000	47400000	10	a	0	0
sq0004	47400000	47500000	10	a	0	0
sq0004	47500000	47600000	20	a	0	0
sq0004	47600000	47700000	0	a	0	0
sq0004	47700000	47800000	20	a	0	0
sq0004	47800000	47900000	10	a	0	0
sq0004	47900000	48000000	10	a	0	0
sq0004	48000000	48100000	30	a	0	0
sq0004	48100000	48200000	30	a	0	0
sq0004	48200000	48300000	30	a	0	0
sq0004	48300000	48400000	0	a	0	0
sq0004	48400000	48500000	30	a	0	0
sq0004	48500000	48600000	0	a	0	0
sq0004	48600000	48700000	10	a	0	0
sq0004	48700000	48800000	10	a	0	0
sq0004	48800000	48900000	10	a	0	0
sq0004	48900000	49000000	10	a	0	0
sq0004	49000000	49100000	10	a	0	0
sq0004	49100000	49200000	10	a	0	0
sq0004	49200000	49300000	20	a	0	0
sq0004	49300000	49400000	30	a	0	0
sq0004	49400000	49500000	10	a	0	0
sq0004	49500000	49600000	0	a	0	0
sq0004	49600000	49700000	0	a	0	0
sq0004	49700000	49800000	10	a	0	0
sq0004	49800000	49900000	0	a	0	0
sq0004	49900000	50000000	10	a	0	0
sq0004	50000000	50100000	0	a	0	0
sq0004	50100000	50200000	10	a	0	0
sq0004	50200000	50300000	0	a	0	0
sq0004	50300000	50400000	0	a	0	0
sq0004	50400000	50500000	0	a	0	0
sq0004	50500000	50600000	30	a	0	0
sq0004	50600000	50700000	10	a	0	0
sq0004	50700000	50800000	10	a	0	0
sq0004	50800000	50900000	0	a	0	0
sq0004	50900000	51000000	10	a	0	0
sq0004	51000000	51100000	10	a	0	0
sq0004	51100000	51200000	0	a	0	0
sq0004	51200000	51300000	10	a	0	0
sq0004	51300000	51400000	0	a	0	0
sq0004	51400000	51500000	30	a	0	0
sq0004	51500000	51600000	10	a	0	0
sq0004	51600000	51700000	10	a	0	0
sq0004	51700000	51800000	10	a	0	0
sq0004	51800000	51900000	0	a	0	0
sq0004	51900000	52000000	0	a	0	0
sq0004	52000000	52100000	0	a	0	0
sq0004	52100000	52200000	30	a	0	0
sq0004	52200000	52300000	10	a	0	0
sq0004	52300000	52400000	10	a	0	0
sq0004	52400000	52500000	0	a	0	0
sq0004	52500000	52600000	0	a	0	0
sq0004	52600000	52700000	10	a	0	0
sq0004	52700000	52800000	10	a	0	0
sq0004	52800000	52900000	10	a	0	0
sq0004	52900000	53000000	0	a	0	0
sq0004	53000000	53100000	10	a	0	0
sq0004	53100000	53200000	0	a	0	0
sq0004	53200000	53300000	10	a	0	0
sq0004	53300000	53400000	0	a	0	0
sq0004	53400000	53500000	30	a	0	0
sq0004	53500000	53600000	10	a	0	0
sq0004	53600000	53700000	0	a	0	0
sq0004	53700000	53800000	10	a	0	0
sq0004	53800000	53900000	10	a	0	0
sq0004	53900000	54000000	0	a	0	0
sq0004	54000000	54100000	10	a	0	0
sq0004	54100000	54200000	10	a	0	0
sq0004	54200000	54300000	10	a	0	0
sq0004	54300000	54400000	10	a	0	0
sq0004	54400000	54500000	0	a	0	0
sq0004	54500000	54600000	10	a	0	0
sq0004	54600000	54700000	0	a	0	0
sq0004	54700000	54800000	0	a	0	0
sq0004	54800000	54900000	10	a	0	0
sq0004	54900000	55000000	10	a	0	0
sq0004	55000000	55100000	0	a	0	0
sq0004	55100000	55200000	30	a	0	0
sq0004	55200000	55300000	30	a	0	0
sq0004	55300000	55400000	0	a	0	0
sq0004	55400000	55500000	0	a	0	0
sq0004	55500000	55600000	10	a	0	0
sq0004	55600000	55700000	20	a	0	0
sq0004	55700000	55800000	0	a	0	0
sq0004	55800000	55900000	30	a	0	0
sq0004	55900000	56000000	0	a	0	0
sq0004	56000000	56100000	10	a	0	0
sq0004	56100000	56200000	0	a	0	0
sq0004	56200000	56300000	0	a	0	0
sq0004	56300000	56400000	20	a	0	0
sq0004	56400000	56500000	20	a	0	0
sq0004	56500000	56600000	10	a	0	0
sq0004	56600000	56700000	20	a	0	0
sq0004	56700000	56800000	30	a	0	0
sq0004	56800000	56900000	10	a	0	0
sq0004	56900000	57000000	20	a	0	0
sq0004	57000000	57100000	10	a	0	0
sq0004	57100000	57200000	0	a	0	0
sq0004	57200000	57300000	10	a	0	0
sq0004	57300000	57400000	0	a	0	0
sq0004	57400000	57500000	10	a	0	0
sq0004	57500000	57600000	20	a	0	0
sq0004	57600000	57700000	0	a	0	0
sq0004	57700000	57800000	30	a	0	0
sq0004	57800000	57900000	10	a	0	0
sq0004	57900000	58000000	0	a	0	0
sq0004	58000000	58100000	10	a	0	0
sq0004	58100000	58200000	10	a	0	0
sq0004	58200000	58300000	20	a	0	0
sq0004	58300000	58400000	10	a	0	0
sq0004	58400000	58500000	0	a	0	0
sq0004	58500000	58600000	10	a	0	0
sq0004	58600000	58700000	10	a	0	0
sq0004	58700000	58800000	10	a	0	0
sq0004	58800000	58900000	60	a	0	0
sq0004	58900000	59000000	40	a	0	0
sq0004	59000000	59100000	0	a	0	0
sq0004	59100000	59200000	0	a	0	0
sq0004	59200000	59300000	10	a	0	0
sq0004	59300000	59400000	0	a	0	0
sq0004	59400000	59500000	0	a	0	0
sq0004	59500000	59600000	10	a	0	0
sq0004	59600000	59700000	30	a	0	0
sq0004	59700000	59800000	0	a	0	0
sq0004	59800000	59900000	0	a	0	0
sq0004	59900000	60000000	10	a	0	0
sq0004	60000000	60100000	10	a	0	0
sq0004	60100000	60200000	10	a	0	0
sq0004	60200000	60300000	0	a	0	0
sq0004	60300000	60400000	0	a	0	0
sq0004	60400000	60500000	0	a	0	0
sq0004	60500000	60600000	0	a	0	0
sq0004	60600000	60700000	20	a	0	0
sq0004	60700000	60800000	10	a	0	0
sq0004	60800000	60900000	0	a	0	0
sq0004	60900000	61000000	0	a	0	0
sq0004	61000000	61100000	0	a	0	0
sq0004	61100000	61200000	20	a	0	0
sq0004	61200000	61300000	10	a	0	0
sq0004	61300000	61400000	10	a	0	0
sq0004	61400000	61500000	10	a	0	0
sq0004	61500000	61600000	30	a	0	0
sq0004	61600000	61700000	10	a	0	0
sq0004	61700000	61800000	10	a	0	0
sq0004	61800000	61900000	0	a	0	0
sq0004	61900000	62000000	30	a	0	0
sq0004	62000000	62100000	0	a	0	0
sq0004	62100000	62200000	10	a	0	0
sq0004	62200000	62300000	10	a	0	0
sq0004	62300000	62400000	10	a	0	0
sq0004	62400000	62500000	10	a	0	0
sq0004	62500000	62600000	10	a	0	0
sq0004	62600000	62700000	0	a	0	0
sq0004	62700000	62800000	0	a	0	0
sq0004	62800000	62900000	0	a	0	0
sq0004	62900000	63000000	0	a	0	0
sq0004	63000000	63100000	0	a	0	0
sq0004	63100000	63200000	0	a	0	0
sq0004	63200000	63300000	0	a	0	0
sq0004	63300000	63400000	0	a	0	0
sq0004	63400000	63500000	0	a	0	0
sq0004	63500000	63600000	0	a	0	0
sq0004	63600000	63700000	0	a	0	0
sq0004	63700000	63800000	10	a	0	0
sq0004	63800000	63900000	0	a	0	0
sq0004	63900000	64000000	20	a	0	0
sq0004	64000000	64100000	0	a	0	0
sq0004	64100000	64200000	0	a	0	0
sq0004	64200000	64300000	0	a	0	0
sq0004	64300000	64400000	0	a	0	0
sq0004	64400000	64500000	10	a	0	0
sq0004	64500000	64600000	20	a	0	0
sq0004	64600000	64700000	0	a	0	0
sq0004	64700000	64800000	30	a	0	0
sq0006	0	100000	0	a	0	0
sq0006	100000	200000	10	a	0	0
sq0006	200000	300000	0	a	0	0
sq0006	300000	400000	0	a	0	0
sq0006	400000	500000	0	a	0	0
sq0006	500000	600000	0	a	0	0
sq0006	600000	700000	0	a	0	0
sq0006	700000	800000	0	a	0	0
sq0006	800000	900000	10	a	0	0
sq0006	900000	1000000	0	a	0	0
sq0006	1000000	1100000	10	a	0	0
sq0006	1100000	1200000	10	a	0	0
sq0006	1200000	1300000	20	a	0	0
sq0006	1300000	1400000	0	a	0	0
sq0006	1400000	1500000	20	a	0	0
sq0006	1500000	1600000	0	a	0	0
sq0006	1600000	1700000	0	a	0	0
sq0006	1700000	1800000	10	a	0	0
sq0006	1800000	1900000	0	a	0	0
sq0006	1900000	2000000	0	a	0	0
sq0006	2000000	2100000	0	a	0	0
sq0006	2100000	2200000	0	a	0	0
sq0006	2200000	2300000	10	a	0	0
sq0006	2300000	2400000	0	a	0	0
sq0006	2400000	2500000	0	a	0	0
sq0006	2500000	2600000	0	a	0	0
sq0006	2600000	2700000	20	a	0	0
sq0006	2700000	2800000	10	a	0	0
sq0006	2800000	2900000	0	a	0	0
sq0006	2900000	3000000	20	a	0	0
sq0006	3000000	3100000	0	a	0	0
sq0006	3100000	3200000	10	a	0	0
sq0006	3200000	3300000	0	a	0	0
sq0006	3300000	3400000	10	a	0	0
sq0006	3400000	3500000	0	a	0	0
sq0006	3500000	3600000	0	a	0	0
sq0006	3600000	3700000	10	a	0	0
sq0006	3700000	3800000	0	a	0	0
sq0006	3800000	3900000	10	a	0	0
sq0006	3900000	4000000	10	a	0	0
sq0006	4000000	4100000	10	a	0	0
sq0006	4100000	4200000	0	a	0	0
sq0006	4200000	4300000	0	a	0	0
sq0006	4300000	4400000	10	a	0	0
sq0006	4400000	4500000	10	a	0	0
sq0006	4500000	4600000	0	a	0	0
sq0006	4600000	4700000	0	a	0	0
sq0006	4700000	4800000	0	a	0	0
sq0006	4800000	4900000	0	a	0	0
sq0006	4900000	5000000	0	a	0	0
sq0006	5000000	5100000	0	a	0	0
sq0006	5100000	5200000	0	a	0	0
sq0006	5200000	5300000	0	a	0	0
sq0006	5300000	5400000	0	a	0	0
sq0006	5400000	5500000	10	a	0	0
sq0006	5500000	5600000	0	a	0	0
sq0006	5600000	5700000	10	a	0	0
sq0006	5700000	5800000	0	a	0	0
sq0006	5800000	5900000	0	a	0	0
sq0006	5900000	6000000	40	a	0	0
sq0006	6000000	6100000	30	a	0	0
sq0006	6100000	6200000	20	a	0	0
sq0006	6200000	6300000	0	a	0	0
sq0006	6300000	6400000	10	a	0	0
sq0006	6400000	6500000	0	a	0	0
sq0006	6500000	6600000	40	a	0	0
sq0006	6600000	6700000	20	a	0	0
sq0006	6700000	6800000	10	a	0	0
sq0006	6800000	6900000	40	a	0	0
sq0006	6900000	7000000	30	a	0	0
sq0006	7000000	7100000	0	a	0	0
sq0006	7100000	7200000	0	a	0	0
sq0006	7200000	7300000	10	a	0	0
sq0006	7300000	7400000	40	a	0	0
sq0006	7400000	7500000	0	a	0	0
sq0006	7500000	7600000	0	a	0	0
sq0006	7600000	7700000	0	a	0	0
sq0006	7700000	7800000	0	a	0	0
sq0006	7800000	7900000	0	a	0	0
sq0006	7900000	8000000	10	a	0	0
sq0006	8000000	8100000	40	a	0	0
sq0006	8100000	8200000	10	a	0	0
sq0006	8200000	8300000	0	a	0	0
sq0006	8300000	8400000	0	a	0	0
sq0006	8400000	8500000	0	a	0	0
sq0006	8500000	8600000	0	a	0	0
sq0006	8600000	8700000	0	a	0	0
sq0006	8700000	8800000	10	a	0	0
sq0006	8800000	8900000	30	a	0	0
sq0006	8900000	9000000	0	a	0	0
sq0006	9000000	9100000	10	a	0	0
sq0006	9100000	9200000	0	a	0	0
sq0006	9200000	9300000	10	a	0	0
sq0006	9300000	9400000	30	a	0	0
sq0006	9400000	9500000	0	a	0	0
sq0006	9500000	9600000	0	a	0	0
sq0006	9600000	9700000	10	a	0	0
sq0006	9700000	9800000	10	a	0	0
sq0006	9800000	9900000	0	a	0	0
sq0006	9900000	10000000	0	a	0	0
sq0006	10000000	10100000	10	a	0	0
sq0006	10100000	10200000	20	a	0	0
sq0006	10200000	10300000	0	a	0	0
sq0006	10300000	10400000	10	a	0	0
sq0006	10400000	10500000	20	a	0	0
sq0006	10500000	10600000	20	a	0	0
sq0006	10600000	10700000	0	a	0	0
sq0006	10700000	10800000	20	a	0	0
sq0006	10800000	10900000	0	a	0	0
sq0006	10900000	11000000	0	a	0	0
sq0006	11000000	11100000	10	a	0	0
sq0006	11100000	11200000	10	a	0	0
sq0006	11200000	11300000	0	a	0	0
sq0006	11300000	11400000	0	a	0	0
sq0006	11400000	11500000	10	a	0	0
sq0006	11500000	11600000	10	a	0	0
sq0006	11600000	11700000	0	a	0	0
sq0006	11700000	11800000	20	a	0	0
sq0006	11800000	11900000	20	a	0	0
sq0006	11900000	12000000	0	a	0	0
sq0006	12000000	12100000	20	a	0	0
sq0006	12100000	12200000	10	a	0	0
sq0006	12200000	12300000	20	a	0	0
sq0006	12300000	12400000	0	a	0	0
sq0006	12400000	12500000	10	a	0	0
sq0006	12500000	12600000	70	a	0	0
sq0006	12600000	12700000	20	a	0	0
sq0006	12700000	12800000	40	a	0	0
sq0006	12800000	12900000	0	a	0	0
sq0006	12900000	13000000	0	a	0	0
sq0006	13000000	13100000	10	a	0	0
sq0006	13100000	13200000	10	a	0	0
sq0006	13200000	13300000	0	a	0	0
sq0006	13300000	13400000	0	a	0	0
sq0006	13400000	13500000	10	a	0	0
sq0006	13500000	13600000	20	a	0	0
sq0006	13600000	13700000	20	a	0	0
sq0006	13700000	13800000	20	a	0	0
sq0006	13800000	13900000	10	a	0	0
sq0006	13900000	14000000	20	a	0	0
sq0006	14000000	14100000	20	a	0	0
sq0006	14100000	14200000	0	a	0	0
sq0006	14200000	14300000	0	a	0	0
sq0006	14300000	14400000	0	a	0	0
sq0006	14400000	14500000	0	a	0	0
sq0006	14500000	14600000	0	a	0	0
sq0006	14600000	14700000	0	a	0	0
sq0006	14700000	14800000	0	a	0	0
sq0006	14800000	14900000	0	a	0	0
sq0006	14900000	15000000	20	a	0	0
sq0006	15000000	15100000	60	a	0	0
sq0006	15100000	15200000	20	a	0	0
sq0006	15200000	15300000	0	a	0	0
sq0006	15300000	15400000	0	a	0	0
sq0006	15400000	15500000	0	a	0	0
sq0006	15500000	15600000	20	a	0	0
sq0006	15600000	15700000	20	a	0	0
sq0006	15700000	15800000	10	a	0	0
sq0006	15800000	15900000	20	a	0	0
sq0006	15900000	16000000	20	a	0	0
sq0006	16000000	16100000	0	a	0	0
sq0006	16100000	16200000	20	a	0	0
sq0006	16200000	16300000	30	a	0	0
sq0006	16300000	16400000	0	a	0	0
sq0006	16400000	16500000	20	a	0	0
sq0006	16500000	16600000	10	a	0	0
sq0006	16600000	16700000	20	a	0	0
sq0006	16700000	16800000	0	a	0	0
sq0006	16800000	16900000	40	a	0	0
sq0006	16900000	17000000	10	a	0	0
sq0006	17000000	17100000	10	a	0	0
sq0006	17100000	17200000	30	a	0	0
sq0006	17200000	17300000	30	a	0	0
sq0006	17300000	17400000	0	a	0	0
sq0006	17400000	17500000	10	a	0	0
sq0006	17500000	17600000	20	a	0	0
sq0006	17600000	17700000	0	a	0	0
sq0006	17700000	17800000	0	a	0	0
sq0006	17800000	17900000	10	a	0	0
sq0006	17900000	18000000	10	a	0	0
sq0006	18000000	18100000	0	a	0	0
sq0006	18100000	18200000	20	a	0	0
sq0006	18200000	18300000	10	a	0	0
sq0006	18300000	18400000	10	a	0	0
sq0006	18400000	18500000	10	a	0	0
sq0006	18500000	18600000	20	a	0	0
sq0006	18600000	18700000	20	a	0	0
sq0006	18700000	18800000	0	a	0	0
sq0006	18800000	18900000	20	a	0	0
sq0006	18900000	19000000	30	a	0	0
sq0006	19000000	19100000	10	a	0	0
sq0006	19100000	19200000	20	a	0	0
sq0006	19200000	19300000	10	a	0	0
sq0006	19300000	19400000	0	a	0	0
sq0006	19400000	19500000	10	a	0	0
sq0006	19500000	19600000	0	a	0	0
sq0006	19600000	19700000	0	a	0	0
sq0006	19700000	19800000	20	a	0	0
sq0006	19800000	19900000	10	a	0	0
sq0006	19900000	20000000	0	a	0	0
sq0006	20000000	20100000	30	a	0	0
sq0006	20100000	20200000	0	a	0	0
sq0006	20200000	20300000	0	a	0	0
sq0006	20300000	20400000	0	a	0	0
sq0006	20400000	20500000	20	a	0	0
sq0006	20500000	20600000	30	a	0	0
sq0006	20600000	20700000	10	a	0	0
sq0006	20700000	20800000	0	a	0	0
sq0006	20800000	20900000	20	a	0	0
sq0006	20900000	21000000	40	a	0	0
sq0006	21000000	21100000	30	a	0	0
sq0006	21100000	21200000	30	a	0	0
sq0006	21200000	21300000	40	a	0	0
sq0006	21300000	21400000	20	a	0	0
sq0006	21400000	21500000	40	a	0	0
sq0006	21500000	21600000	0	a	0	0
sq0006	21600000	21700000	10	a	0	0
sq0006	21700000	21800000	10	a	0	0
sq0006	21800000	21900000	0	a	0	0
sq0006	21900000	22000000	20	a	0	0
sq0006	22000000	22100000	10	a	0	0
sq0006	22100000	22200000	10	a	0	0
sq0006	22200000	22300000	20	a	0	0
sq0006	22300000	22400000	20	a	0	0
sq0006	22400000	22500000	10	a	0	0
sq0006	22500000	22600000	0	a	0	0
sq0006	22600000	22700000	10	a	0	0
sq0006	22700000	22800000	20	a	0	0
sq0006	22800000	22900000	0	a	0	0
sq0006	22900000	23000000	0	a	0	0
sq0006	23000000	23100000	0	a	0	0
sq0006	23100000	23200000	50	a	0	0
sq0006	23200000	23300000	0	a	0	0
sq0006	23300000	23400000	0	a	0	0
sq0006	23400000	23500000	10	a	0	0
sq0006	23500000	23600000	20	a	0	0
sq0006	23600000	23700000	0	a	0	0
sq0006	23700000	23800000	0	a	0	0
sq0006	23800000	23900000	0	a	0	0
sq0006	23900000	24000000	0	a	0	0
sq0006	24000000	24100000	20	a	0	0
sq0006	24100000	24200000	30	a	0	0
sq0006	24200000	24300000	50	a	0	0
sq0006	24300000	24400000	10	a	0	0
sq0006	24400000	24500000	10	a	0	0
sq0006	24500000	24600000	10	a	0	0
sq0006	24600000	24700000	10	a	0	0
sq0006	24700000	24800000	10	a	0	0
sq0006	24800000	24900000	0	a	0	0
sq0006	24900000	25000000	0	a	0	0
sq0006	25000000	25100000	0	a	0	0
sq0006	25100000	25200000	30	a	0	0
sq0006	25200000	25300000	0	a	0	0
sq0006	25300000	25400000	30	a	0	0
sq0006	25400000	25500000	0	a	0	0
sq0006	25500000	25600000	0	a	0	0
sq0006	25600000	25700000	10	a	0	0
