chr;start;end;value
chr5a;18000000;18499999;7
chr5a;18500000;18999999;7
chr5a;19000000;19499999;12
chr5a;19500000;19999999;15
chr5a;20000000;20499999;7
chr5a;20500000;20999999;6
chr5a;21000000;21499999;7
chr5a;21500000;21999999;8
chr5a;22000000;22499999;13
chr5a;22500000;22999999;24
chr5a;23000000;23499999;18
chr5a;23500000;23999999;9
chr5a;24000000;24499999;12
chr5a;24500000;24999999;23
chr5a;25000000;25499999;25
chr5a;25500000;25999999;20
chr5a;26000000;26499999;16
chr5a;26500000;26999999;24
chr5a;27000000;27499999;22
chr5a;27500000;27999999;18
chr5a;28000000;28499999;24
chr5a;28500000;28999999;27
chr5a;29000000;29499999;31
chr5a;29500000;29999999;20
chr5a;30000000;30499999;20
chr5a;30500000;30999999;13
chr5a;31000000;31499999;21
chr5a;31500000;31999999;22
chr5a;32000000;32499999;19
chr5a;32500000;32999999;33
chr5a;33000000;33499999;11
chr5a;33500000;33999999;34
chr5a;34000000;34499999;26
chr5a;34500000;34999999;50
chr5a;35000000;35499999;17
chr5a;35500000;35999999;27
chr5a;36000000;36499999;30
chr5a;36500000;36999999;36
chr5a;37000000;37499999;33
chr5a;37500000;37999999;24
chr5a;38000000;38499999;16
chr5a;38500000;38999999;27
chr5a;39000000;39499999;26
chr5a;39500000;39999999;11
chr5a;40000000;40499999;29
chr5a;40500000;40999999;35
chr5a;41000000;41499999;46
chr5a;41500000;41999999;33
chr5a;42000000;42499999;17
chr5a;42500000;42999999;20
chr5a;43000000;43499999;34
chr5a;43500000;43999999;36
chr5a;44000000;44499999;43
chr5a;44500000;44999999;33
chr5b;0;499999;0
chr5b;500000;999999;55
chr5b;1000000;1499999;51
chr5b;1500000;1999999;52
chr5b;2000000;2499999;32
chr5b;2500000;2999999;39
chr5b;3000000;3499999;51
chr5b;3500000;3999999;41
chr5b;4000000;4499999;33
chr5b;4500000;4999999;41
chr5b;5000000;5499999;38
chr5b;5500000;5999999;44
chr5b;6000000;6499999;33
chr5b;6500000;6999999;37
chr5b;7000000;7499999;44
chr5b;7500000;7999999;42
chr5b;8000000;8499999;37
chr5b;8500000;8999999;42
chr5b;9000000;9499999;36
chr5b;9500000;9999999;34
chr5b;10000000;10499999;36
chr5b;10500000;10999999;45
chr5b;11000000;11499999;42
chr5b;11500000;11999999;45
chr5b;12000000;12499999;35
chr5b;12500000;12999999;39
chr5b;13000000;13499999;34
chr5b;13500000;13999999;38
chr5b;14000000;14499999;24
chr5b;14500000;14999999;14
chr5b;15000000;15499999;28
chr5b;15500000;15999999;15
chr5b;16000000;16499999;32
chr5b;16500000;16999999;9
chr5b;17000000;17499999;4
chr5b;17500000;17999999;12
chr5b;18000000;18499999;3
chr5b;18500000;18999999;11
chr5b;19000000;19499999;14
chr5b;19500000;19999999;11
chr5b;20000000;20499999;4
chr5b;20500000;20999999;3
chr5b;21000000;21499999;5
chr5b;21500000;21999999;3
chr5b;22000000;22499999;2
chr5b;22500000;22999999;11
chr5b;23000000;23499999;2
chr5b;23500000;23999999;7
chr5b;24000000;24499999;2
chr5b;24500000;24999999;7
chr5b;25000000;25499999;1
chr5b;25500000;25999999;7
chr5b;26000000;26499999;4
chr5b;26500000;26999999;6
chr5b;27000000;27499999;4
chr5b;27500000;27999999;7
chr5b;28000000;28499999;4
chr5b;28500000;28999999;5
chr5b;29000000;29499999;1
chr5b;29500000;29999999;8
chr5b;30000000;30499999;3
chr5b;30500000;30999999;1
chr5b;31000000;31499999;1
chr5b;31500000;31999999;4
chr5b;32000000;32499999;3
chr5b;32500000;32999999;5
chr5b;33000000;33499999;4
chr5b;33500000;33999999;6
chr5b;34000000;34499999;14
chr5b;34500000;34999999;17
chr5b;35000000;35499999;22
chr5b;35500000;35999999;8
chr5b;36000000;36499999;1
chr5b;36500000;36999999;4
chr5b;37000000;37499999;16
chr5b;37500000;37999999;5
chr5b;38000000;38499999;2
chr5b;38500000;38999999;9
chr5b;39000000;39499999;14
chr5b;39500000;39999999;17
chr5b;40000000;40499999;11
chr5b;40500000;40999999;20
chr5b;41000000;41499999;30
chr5b;41500000;41999999;10
chr5b;42000000;42499999;37
chr5b;42500000;42999999;30
chr5b;43000000;43499999;36
chr5b;43500000;43999999;51
chr6a;0;499999;0
chr6a;500000;999999;41
chr6a;1000000;1499999;55
chr6a;1500000;1999999;29
chr6a;2000000;2499999;30
chr6a;2500000;2999999;39
chr6a;3000000;3499999;7
chr6a;3500000;3999999;23
chr6a;4000000;4499999;24
chr6a;4500000;4999999;19
chr6a;5000000;5499999;18
chr6a;5500000;5999999;14
chr6a;6000000;6499999;7
chr6a;6500000;6999999;3
chr6a;7000000;7499999;5
chr6a;7500000;7999999;16
chr6a;8000000;8499999;3
chr6a;8500000;8999999;2
chr6a;9000000;9499999;5
chr6a;9500000;9999999;22
chr6a;10000000;10499999;17
chr6a;10500000;10999999;14
chr6a;11000000;11499999;6
chr6a;11500000;11999999;4
chr6a;12000000;12499999;5
chr6a;12500000;12999999;3
chr6a;13000000;13499999;4
chr6a;13500000;13999999;1
chr6a;14000000;14499999;1
chr6a;14500000;14999999;3
chr6a;15000000;15499999;8
chr6a;15500000;15999999;1
chr6a;16000000;16499999;5
chr6a;16500000;16999999;4
chr6a;17000000;17499999;7
chr6a;17500000;17999999;4
chr6a;18000000;18499999;6
chr6a;18500000;18999999;3
chr6a;19000000;19499999;7
chr6a;19500000;19999999;7
chr6a;20000000;20499999;3
chr6a;20500000;20999999;2
chr6a;21000000;21499999;7
chr6a;21500000;21999999;1
chr6a;22000000;22499999;1
chr6a;22500000;22999999;11
chr6a;23000000;23499999;2
chr6a;23500000;23999999;5
chr6a;24000000;24499999;3
chr6a;24500000;24999999;3
chr6a;25000000;25499999;4
chr6a;25500000;25999999;12
chr6a;26000000;26499999;12
chr6a;26500000;26999999;11
chr6a;27000000;27499999;7
chr6a;27500000;27999999;8
chr6a;28000000;28499999;6
chr6a;28500000;28999999;20
chr6a;29000000;29499999;30
chr6a;29500000;29999999;10
chr6a;30000000;30499999;32
chr6a;30500000;30999999;8
chr6a;31000000;31499999;26
chr6a;31500000;31999999;36
chr6a;32000000;32499999;41
chr6a;32500000;32999999;36
chr6a;33000000;33499999;35
chr6a;33500000;33999999;46
chr6a;34000000;34499999;46
chr6a;34500000;34999999;44
chr6a;35000000;35499999;35
chr6a;35500000;35999999;34
chr6a;36000000;36499999;40
chr6a;36500000;36999999;35
chr6a;37000000;37499999;42
chr6a;37500000;37999999;42
chr6a;38000000;38499999;42
chr6a;38500000;38999999;36
chr6a;39000000;39499999;38
chr6a;39500000;39999999;40
chr6a;40000000;40499999;33
chr6a;40500000;40999999;43
chr6a;41000000;41499999;50
chr6a;41500000;41999999;37
chr6a;42000000;42499999;35
chr6a;42500000;42999999;49
chr6a;43000000;43499999;53
chr6b;0;499999;0
chr6b;500000;999999;38
chr6b;1000000;1499999;34
chr6b;1500000;1999999;47
chr6b;2000000;2499999;38
chr6b;2500000;2999999;24
chr6b;3000000;3499999;25
chr6b;3500000;3999999;24
chr6b;4000000;4499999;25
chr6b;4500000;4999999;26
chr6b;5000000;5499999;16
chr6b;5500000;5999999;9
chr6b;6000000;6499999;7
chr6b;6500000;6999999;5
chr6b;7000000;7499999;1
chr6b;7500000;7999999;2
chr6b;8000000;8499999;1
chr6b;8500000;8999999;9
chr6b;9000000;9499999;3
chr6b;9500000;9999999;5
chr6b;10000000;10499999;4
chr6b;10500000;10999999;5
chr6b;11000000;11499999;14
chr6b;11500000;11999999;4
chr6b;12000000;12499999;2
chr6b;12500000;12999999;2
chr6b;13000000;13499999;1
chr6b;13500000;13999999;5
chr6b;14000000;14499999;3
chr6b;14500000;14999999;2
chr6b;15000000;15499999;1
chr6b;15500000;15999999;6
chr6b;16000000;16499999;5
chr6b;16500000;16999999;3
chr6b;17000000;17499999;2
chr6b;17500000;17999999;1
chr6b;18000000;18499999;5
chr6b;18500000;18999999;15
chr6b;19000000;19499999;6
chr6b;19500000;19999999;3
chr6b;20000000;20499999;3
chr6b;20500000;20999999;9
chr6b;21000000;21499999;8
chr6b;21500000;21999999;11
chr6b;22000000;22499999;7
chr6b;22500000;22999999;21
chr6b;23000000;23499999;23
chr6b;23500000;23999999;17
chr6b;24000000;24499999;13
chr6b;24500000;24999999;9
chr6b;25000000;25499999;19
chr6b;25500000;25999999;17
chr6b;26000000;26499999;16
chr6b;26500000;26999999;22
chr6b;27000000;27499999;12
chr6b;27500000;27999999;21
chr6b;28000000;28499999;18
chr6b;28500000;28999999;21
chr6b;29000000;29499999;29
chr6b;29500000;29999999;29
chr6b;30000000;30499999;13
chr6b;30500000;30999999;37
chr6b;31000000;31499999;28
chr6b;31500000;31999999;23
chr6b;32000000;32499999;36
chr6b;32500000;32999999;42
chr6b;33000000;33499999;42
chr6b;33500000;33999999;53
chr6b;34000000;34499999;47
chr6b;34500000;34999999;30
chr6b;35000000;35499999;43
chr6b;35500000;35999999;45
chr6b;36000000;36499999;34
chr6b;36500000;36999999;38
chr6b;37000000;37499999;42
chr6b;37500000;37999999;38
chr6b;38000000;38499999;39
chr6b;38500000;38999999;37
chr6b;39000000;39499999;32
chr6b;39500000;39999999;44
chr6b;40000000;40499999;52
chr6b;40500000;40999999;43
chr6b;41000000;41499999;44
chr6b;41500000;41999999;47
chr7a;0;499999;0
chr7a;500000;999999;61
chr7a;1000000;1499999;42
chr7a;1500000;1999999;45
chr7a;2000000;2499999;45
chr7a;2500000;2999999;49
chr7a;3000000;3499999;43
chr7a;3500000;3999999;25
chr7a;4000000;4499999;46
chr7a;4500000;4999999;38
chr7a;5000000;5499999;43
chr7a;5500000;5999999;40
chr7a;6000000;6499999;33
chr7a;6500000;6999999;42
chr7a;7000000;7499999;49
chr7a;7500000;7999999;31
chr7a;8000000;8499999;42
chr7a;8500000;8999999;54
chr7a;9000000;9499999;47
chr7a;9500000;9999999;39
chr7a;10000000;10499999;47
chr7a;10500000;10999999;24
chr7a;11000000;11499999;26
chr7a;11500000;11999999;36
chr7a;12000000;12499999;13
chr7a;12500000;12999999;30
chr7a;13000000;13499999;29
chr7a;13500000;13999999;21
chr7a;14000000;14499999;19
chr7a;14500000;14999999;18
chr7a;15000000;15499999;11
chr7a;15500000;15999999;23
chr7a;16000000;16499999;20
chr7a;16500000;16999999;11
chr7a;17000000;17499999;21
chr7a;17500000;17999999;8
chr7a;18000000;18499999;13
chr7a;18500000;18999999;17
chr7a;19000000;19499999;26
chr7a;19500000;19999999;18
chr7a;20000000;20499999;11
chr7a;20500000;20999999;8
chr7a;21000000;21499999;10
chr7a;21500000;21999999;5
chr7a;22000000;22499999;4
chr7a;22500000;22999999;4
chr7a;23000000;23499999;7
chr7a;23500000;23999999;13
chr7a;24000000;24499999;4
chr7a;24500000;24999999;2
chr7a;25000000;25499999;1
chr7a;25500000;25999999;3
chr7a;26000000;26499999;6
chr7a;26500000;26999999;5
chr7a;27000000;27499999;1
chr7a;27500000;27999999;2
chr7a;28000000;28499999;4
chr7a;28500000;28999999;6
chr7a;29000000;29499999;1
chr7a;29500000;29999999;2
chr7a;30000000;30499999;1
chr7a;30500000;30999999;4
chr7a;31000000;31499999;16
chr7a;31500000;31999999;3
chr7a;32000000;32499999;6
chr7a;32500000;32999999;3
chr7a;33000000;33499999;2
chr7a;33500000;33999999;8
chr7a;34000000;34499999;2
chr7a;34500000;34999999;1
chr7a;35000000;35499999;5
chr7a;35500000;35999999;2
chr7a;36000000;36499999;7
chr7a;36500000;36999999;12
chr7a;37000000;37499999;17
chr7a;37500000;37999999;24
chr7a;38000000;38499999;25
chr7a;38500000;38999999;27
chr7a;39000000;39499999;24
chr7a;39500000;39999999;21
chr7a;40000000;40499999;35
chr7a;40500000;40999999;42
chr7a;41000000;41499999;41
chr7a;41500000;41999999;41
chr7b;0;499999;0
chr7b;500000;999999;4
chr7b;1000000;1499999;4
chr7b;1500000;1999999;9
chr7b;2000000;2499999;14
chr7b;2500000;2999999;13
chr7b;3000000;3499999;6
chr7b;3500000;3999999;19
chr7b;4000000;4499999;11
chr7b;4500000;4999999;9
chr7b;5000000;5499999;19
chr7b;5500000;5999999;7
chr7b;6000000;6499999;17
chr7b;6500000;6999999;6
chr7b;7000000;7499999;2
chr7b;7500000;7999999;3
chr7b;8000000;8499999;2
chr7b;8500000;8999999;4
chr7b;9000000;9499999;7
chr7b;9500000;9999999;7
chr7b;10000000;10499999;5
chr7b;10500000;10999999;4
chr7b;11000000;11499999;1
chr7b;11500000;11999999;8
chr7b;12000000;12499999;6
chr7b;12500000;12999999;3
chr7b;13000000;13499999;3
chr7b;13500000;13999999;9
chr7b;14000000;14499999;3
chr7b;14500000;14999999;1
chr7b;15000000;15499999;10
chr7b;15500000;15999999;17
chr7b;16000000;16499999;5
chr7b;16500000;16999999;4
chr7b;17000000;17499999;5
chr7b;17500000;17999999;10
chr7b;18000000;18499999;8
chr7b;18500000;18999999;12
chr7b;19000000;19499999;14
chr7b;19500000;19999999;16
chr7b;20000000;20499999;18
chr7b;20500000;20999999;16
chr7b;21000000;21499999;18
chr7b;21500000;21999999;18
chr7b;22000000;22499999;22
chr7b;22500000;22999999;18
chr7b;23000000;23499999;32
chr7b;23500000;23999999;33
chr7b;24000000;24499999;20
chr7b;24500000;24999999;17
chr7b;25000000;25499999;18
chr7b;25500000;25999999;25
chr7b;26000000;26499999;22
chr7b;26500000;26999999;19
chr7b;27000000;27499999;32
chr7b;27500000;27999999;24
chr7b;28000000;28499999;30
chr7b;28500000;28999999;37
chr7b;29000000;29499999;17
chr7b;29500000;29999999;18
chr7b;30000000;30499999;40
chr7b;30500000;30999999;38
chr7b;31000000;31499999;29
chr7b;31500000;31999999;35
chr7b;32000000;32499999;25
chr7b;32500000;32999999;28
chr7b;33000000;33499999;38
chr7b;33500000;33999999;25
chr7b;34000000;34499999;28
chr7b;34500000;34999999;28
chr7b;35000000;35499999;51
chr7b;35500000;35999999;32
chr7b;36000000;36499999;23
chr7b;36500000;36999999;24
chr7b;37000000;37499999;44
chr7b;37500000;37999999;38
chr7b;38000000;38499999;34
chr8a;0;499999;0
chr8a;500000;999999;42
chr8a;1000000;1499999;46
chr8a;1500000;1999999;39
chr8a;2000000;2499999;28
chr8a;2500000;2999999;30
chr8a;3000000;3499999;30
chr8a;3500000;3999999;39
chr8a;4000000;4499999;32
chr8a;4500000;4999999;17
chr8a;5000000;5499999;23
chr8a;5500000;5999999;34
chr8a;6000000;6499999;42
chr8a;6500000;6999999;42
chr8a;7000000;7499999;32
chr8a;7500000;7999999;21
chr8a;8000000;8499999;26
chr8a;8500000;8999999;13
chr8a;9000000;9499999;3
chr8a;9500000;9999999;3
chr8a;10000000;10499999;3
chr8a;10500000;10999999;4
chr8a;11000000;11499999;3
chr8a;11500000;11999999;15
chr8a;12000000;12499999;6
chr8a;12500000;12999999;9
chr8a;13000000;13499999;5
chr8a;13500000;13999999;1
chr8a;14000000;14499999;2
chr8a;14500000;14999999;6
chr8a;15000000;15499999;2
chr8a;15500000;15999999;4
chr8a;16000000;16499999;10
chr8a;16500000;16999999;2
chr8a;17000000;17499999;3
chr8a;17500000;17999999;5
chr8a;18000000;18499999;8
chr8a;18500000;18999999;8
chr8a;19000000;19499999;16
chr8a;19500000;19999999;3
chr8a;20000000;20499999;2
chr8a;20500000;20999999;14
chr8a;21000000;21499999;14
chr8a;21500000;21999999;11
chr8a;22000000;22499999;7
chr8a;22500000;22999999;14
chr8a;23000000;23499999;24
chr8a;23500000;23999999;31
chr8a;24000000;24499999;28
chr8a;24500000;24999999;8
chr8a;25000000;25499999;11
chr8a;25500000;25999999;7
chr8a;26000000;26499999;21
chr8a;26500000;26999999;20
chr8a;27000000;27499999;18
chr8a;27500000;27999999;26
chr8a;28000000;28499999;16
chr8a;28500000;28999999;17
chr8a;29000000;29499999;10
chr8a;29500000;29999999;16
chr8a;30000000;30499999;3
chr8a;30500000;30999999;3
chr8a;31000000;31499999;13
chr8a;31500000;31999999;15
chr8a;32000000;32499999;10
chr8a;32500000;32999999;19
chr8a;33000000;33499999;22
chr8a;33500000;33999999;26
chr8a;34000000;34499999;13
chr8a;34500000;34999999;14
chr8a;35000000;35499999;35
chr8b;0;499999;0
chr8b;500000;999999;50
chr8b;1000000;1499999;36
chr8b;1500000;1999999;45
chr8b;2000000;2499999;42
chr8b;2500000;2999999;33
chr8b;3000000;3499999;28
chr8b;3500000;3999999;33
chr8b;4000000;4499999;34
chr8b;4500000;4999999;28
chr8b;5000000;5499999;19
chr8b;5500000;5999999;26
chr8b;6000000;6499999;34
chr8b;6500000;6999999;48
chr8b;7000000;7499999;38
chr8b;7500000;7999999;26
chr8b;8000000;8499999;21
chr8b;8500000;8999999;35
chr8b;9000000;9499999;14
chr8b;9500000;9999999;3
chr8b;10000000;10499999;3
chr8b;10500000;10999999;3
chr8b;11000000;11499999;4
chr8b;11500000;11999999;6
chr8b;12000000;12499999;14
chr8b;12500000;12999999;9
chr8b;13000000;13499999;5
chr8b;13500000;13999999;2
chr8b;14000000;14499999;1
chr8b;14500000;14999999;3
chr8b;15000000;15499999;5
chr8b;15500000;15999999;4
chr8b;16000000;16499999;7
chr8b;16500000;16999999;7
chr8b;17000000;17499999;2
chr8b;17500000;17999999;3
chr8b;18000000;18499999;9
chr8b;18500000;18999999;10
chr8b;19000000;19499999;13
chr8b;19500000;19999999;3
chr8b;20000000;20499999;3
chr8b;20500000;20999999;15
chr8b;21000000;21499999;11
chr8b;21500000;21999999;16
chr8b;22000000;22499999;7
chr8b;22500000;22999999;16
chr8b;23000000;23499999;20
chr8b;23500000;23999999;33
chr8b;24000000;24499999;26
chr8b;24500000;24999999;7
chr8b;25000000;25499999;10
chr8b;25500000;25999999;12
chr8b;26000000;26499999;15
chr8b;26500000;26999999;31
chr8b;27000000;27499999;14
chr8b;27500000;27999999;29
chr8b;28000000;28499999;19
chr8b;28500000;28999999;20
chr8b;29000000;29499999;15
chr8b;29500000;29999999;15
chr8b;30000000;30499999;19
chr8b;30500000;30999999;14
chr8b;31000000;31499999;18
chr8b;31500000;31999999;17
chr8b;32000000;32499999;22
chr8b;32500000;32999999;24
chr8b;33000000;33499999;13
chr8b;33500000;33999999;24
chr8b;34000000;34499999;53
chr9a;0;499999;0
chr9a;500000;999999;36
chr9a;1000000;1499999;39
chr9a;1500000;1999999;27
chr9a;2000000;2499999;20
chr9a;2500000;2999999;44
chr9a;3000000;3499999;29
chr9a;3500000;3999999;22
chr9a;4000000;4499999;17
chr9a;4500000;4999999;34
chr9a;5000000;5499999;15
chr9a;5500000;5999999;13
chr9a;6000000;6499999;15
chr9a;6500000;6999999;12
chr9a;7000000;7499999;18
chr9a;7500000;7999999;21
chr9a;8000000;8499999;12
chr9a;8500000;8999999;17
chr9a;9000000;9499999;5
chr9a;9500000;9999999;8
chr9a;10000000;10499999;9
chr9a;10500000;10999999;12
chr9a;11000000;11499999;18
chr9a;11500000;11999999;11
chr9a;12000000;12499999;11
chr9a;12500000;12999999;9
chr9a;13000000;13499999;10
chr9a;13500000;13999999;1
chr9a;14000000;14499999;5
chr9a;14500000;14999999;6
chr9a;15000000;15499999;15
chr9a;15500000;15999999;7
chr9a;16000000;16499999;2
chr9a;16500000;16999999;5
chr9a;17000000;17499999;1
chr9a;17500000;17999999;2
chr9a;18000000;18499999;1
chr9a;18500000;18999999;2
chr9a;19000000;19499999;3
chr9a;19500000;19999999;11
chr9a;20000000;20499999;2
chr9a;20500000;20999999;21
chr9a;21000000;21499999;7
chr9a;21500000;21999999;1
chr9a;22000000;22499999;7
chr9a;22500000;22999999;14
chr9a;23000000;23499999;2
chr9a;23500000;23999999;15
chr9a;24000000;24499999;29
chr9a;24500000;24999999;20
chr9a;25000000;25499999;27
chr9a;25500000;25999999;16
chr9a;26000000;26499999;38
chr9a;26500000;26999999;29
chr9a;27000000;27499999;39
chr9a;27500000;27999999;39
chr9a;28000000;28499999;37
chr9a;28500000;28999999;33
chr9a;29000000;29499999;38
chr9a;29500000;29999999;44
chr9a;30000000;30499999;44
chr9a;30500000;30999999;36
chr9a;31000000;31499999;44
chr9a;31500000;31999999;44
chr9a;32000000;32499999;43
chr9a;32500000;32999999;51
chr9a;33000000;33499999;49
chr9a;33500000;33999999;48
chr9a;34000000;34499999;41
chr9b;0;499999;0
chr9b;500000;999999;32
chr9b;1000000;1499999;35
chr9b;1500000;1999999;10
chr9b;2000000;2499999;42
chr9b;2500000;2999999;28
chr9b;3000000;3499999;32
chr9b;3500000;3999999;18
chr9b;4000000;4499999;28
chr9b;4500000;4999999;25
chr9b;5000000;5499999;14
chr9b;5500000;5999999;12
chr9b;6000000;6499999;21
chr9b;6500000;6999999;18
chr9b;7000000;7499999;20
chr9b;7500000;7999999;17
chr9b;8000000;8499999;8
chr9b;8500000;8999999;18
chr9b;9000000;9499999;8
chr9b;9500000;9999999;5
chr9b;10000000;10499999;15
chr9b;10500000;10999999;13
chr9b;11000000;11499999;16
chr9b;11500000;11999999;16
chr9b;12000000;12499999;4
chr9b;12500000;12999999;14
chr9b;13000000;13499999;6
chr9b;13500000;13999999;1
chr9b;14000000;14499999;8
chr9b;14500000;14999999;9
chr9b;15000000;15499999;10
chr9b;15500000;15999999;6
chr9b;16000000;16499999;2
chr9b;16500000;16999999;5
chr9b;17000000;17499999;12
chr9b;17500000;17999999;11
chr9b;18000000;18499999;11
chr9b;18500000;18999999;9
chr9b;19000000;19499999;5
chr9b;19500000;19999999;1
chr9b;20000000;20499999;2
chr9b;20500000;20999999;1
chr9b;21000000;21499999;2
chr9b;21500000;21999999;4
chr9b;22000000;22499999;10
chr9b;22500000;22999999;8
chr9b;23000000;23499999;10
chr9b;23500000;23999999;24
chr9b;24000000;24499999;14
chr9b;24500000;24999999;31
chr9b;25000000;25499999;31
chr9b;25500000;25999999;34
chr9b;26000000;26499999;28
chr9b;26500000;26999999;43
chr9b;27000000;27499999;33
chr9b;27500000;27999999;36
chr9b;28000000;28499999;34
chr9b;28500000;28999999;39
chr9b;29000000;29499999;35
chr9b;29500000;29999999;48
chr9b;30000000;30499999;41
chr9b;30500000;30999999;42
chr9b;31000000;31499999;47
chr9b;31500000;31999999;45
chr9b;32000000;32499999;42
chr9b;32500000;32999999;49
chr9b;33000000;33499999;49
chr9b;33500000;33999999;41
