chr;start;end;value1;color
chr3;14000000;14200000;4;a
chr3;14200000;14400000;1;a
chr3;14400000;14600000;2;a
chr3;14600000;14800000;14;a
chr3;14800000;15000000;0;a
chr3;15000000;15200000;3;a
chr3;15200000;15400000;1;a
chr3;15400000;15600000;25;a
chr3;15600000;15800000;29;a
chr3;15800000;16000000;23;a
chr3;16000000;16200000;76;a
chr3;16200000;16400000;11;a
chr3;16400000;16600000;8;a
chr3;16600000;16800000;21;a
chr3;16800000;17000000;19;a
chr3;17000000;17200000;17;a
chr3;17200000;17400000;45;a
chr3;17400000;17600000;27;a
chr3;17600000;17800000;45;a
chr3;17800000;18000000;10;a
chr3;18000000;18200000;11;a
chr3;18200000;18400000;12;a
chr3;18400000;18600000;22;a
chr3;18600000;18800000;2;a
chr3;18800000;19000000;33;a
chr3;19000000;19200000;31;a
chr3;19200000;19400000;19;a
chr3;19400000;19600000;2;a
chr3;19600000;19800000;25;a
chr3;19800000;20000000;36;a
chr3;20000000;20200000;19;a
chr3;20200000;20400000;37;a
chr3;20400000;20600000;34;a
chr3;20600000;20800000;4;a
chr3;20800000;21000000;21;a
chr3;21000000;21200000;12;a
chr3;21200000;21400000;21;a
chr3;21400000;21600000;20;a
chr3;21600000;21800000;32;a
chr3;21800000;22000000;30;a
chr3;22000000;22200000;17;a
chr3;22200000;22400000;20;a
chr3;22400000;22600000;18;a
chr3;22600000;22800000;6;a
chr3;22800000;23000000;11;a
chr3;23000000;23200000;6;a
chr3;23200000;23400000;11;a
chr3;23400000;23600000;10;a
chr3;23600000;23800000;8;a
chr3;23800000;24000000;7;a
chr3;24000000;24200000;25;a
chr3;24200000;24400000;26;a
chr3;24400000;24600000;19;a
chr3;24600000;24800000;12;a
chr3;24800000;25000000;7;a
chr3;25000000;25200000;1;a
chr3;25200000;25400000;2;a
chr3;25400000;25600000;14;a
chr3;25600000;25800000;14;a
chr3;25800000;26000000;13;a
chr3;26000000;26200000;4;a
chr3;26200000;26400000;15;a
chr3;26400000;26600000;14;a
chr3;26600000;26800000;17;a
chr3;26800000;27000000;6;a
chr3;27000000;27200000;1;a
chr3;27200000;27400000;18;a
chr3;27400000;27600000;19;a
chr3;27600000;27800000;17;a
chr3;27800000;28000000;7;a
chr3;28000000;28200000;5;a
chr3;28200000;28400000;0;a
chr3;28400000;28600000;9;a
chr3;28600000;28800000;6;a
chr3;28800000;29000000;1;a
chr3;29000000;29200000;0;a
chr3;29200000;29400000;3;a
chr3;29400000;29600000;0;a
chr3;29600000;29800000;9;a
chr3;29800000;30000000;0;a
chr3;30000000;30200000;1;a
chr3;30200000;30400000;0;a
chr3;30400000;30600000;1;a
chr3;30600000;30800000;2;a
chr3;30800000;31000000;4;a
chr3;31000000;31200000;0;a
chr3;31200000;31400000;5;a
chr3;31400000;31600000;15;a
chr3;31600000;31800000;4;a
chr3;31800000;32000000;9;a
chr3;32000000;32200000;2;a
chr3;32200000;32400000;2;a
chr3;32400000;32600000;2;a
chr3;32600000;32800000;2;a
chr3;32800000;33000000;2;a
chr3;33000000;33200000;0;a
chr3;33200000;33400000;1;a
chr3;33400000;33600000;12;a
chr3;33600000;33800000;19;a
chr3;33800000;34000000;15;a
chr3;34000000;34200000;6;a
chr3;34200000;34400000;8;a
chr3;34400000;34600000;10;a
chr3;34600000;34800000;3;a
chr3;34800000;35000000;8;a
chr3;35000000;35200000;4;a
chr3;35200000;35400000;18;a
chr3;35400000;35600000;9;a
chr3;35600000;35800000;15;a
chr3;35800000;36000000;3;a
chr3;36000000;36200000;0;a
chr3;36200000;36400000;0;a
chr3;36400000;36600000;4;a
chr3;36600000;36800000;3;a
chr3;36800000;37000000;0;a
chr3;37000000;37200000;3;a
chr3;37200000;37400000;3;a
chr3;37400000;37600000;2;a
chr3;37600000;37800000;4;a
chr3;37800000;38000000;1;a
chr3;38000000;38200000;15;a
chr3;38200000;38400000;15;a
chr3;38400000;38600000;22;a
chr3;38600000;38800000;19;a
chr3;38800000;39000000;13;a
chr3;39000000;39200000;0;a
chr3;39200000;39400000;3;a
chr3;39400000;39600000;16;a
chr3;39600000;39800000;27;a
chr3;39800000;40000000;13;a
chr3;40000000;40200000;22;a
chr3;40200000;40400000;23;a
chr3;40400000;40600000;7;a
chr3;40600000;40800000;13;a
chr3;40800000;41000000;38;a
chr3;41000000;41200000;16;a
chr3;41200000;41400000;16;a
chr3;41400000;41600000;7;a
chr3;41600000;41800000;11;a
chr3;41800000;42000000;12;a
chr3;42000000;42200000;2;a
chr3;42200000;42400000;4;a
chr3;42400000;42600000;0;a
chr3;42600000;42800000;3;a
chr3;42800000;43000000;8;a
chr3;43000000;43200000;7;a
chr3;43200000;43400000;9;a
chr3;43400000;43600000;9;a
chr3;43600000;43800000;12;a
chr3;43800000;44000000;3;a
chr3;44000000;44200000;13;a
chr3;44200000;44400000;9;a
chr3;44400000;44600000;9;a
chr3;44600000;44800000;24;a
chr3;44800000;45000000;18;a
chr3;45000000;45200000;12;a
chr3;45200000;45400000;3;a
chr3;45400000;45600000;11;a
chr3;45600000;45800000;22;a
chr3;45800000;46000000;20;a
chr3;46000000;46200000;10;a
chr3;46200000;46400000;1;a
chr3;46400000;46600000;16;a
chr3;46600000;46800000;28;a
chr3;46800000;47000000;5;a
chr3;47000000;47200000;10;a
chr3;47200000;47400000;5;a
chr3;47400000;47600000;33;a
chr3;47600000;47800000;5;a
chr3;47800000;48000000;24;a
chr3;48000000;48200000;12;a
chr3;48200000;48400000;13;a
chr3;48400000;48600000;3;a
chr3;48600000;48800000;27;a
chr3;48800000;49000000;48;a
chr3;49000000;49200000;4;a
chr3;49200000;49400000;16;a
chr3;49400000;49600000;6;a
chr3;49600000;49800000;19;a
chr3;49800000;50000000;15;a
chr3;50000000;50200000;36;a
chr3;50200000;50400000;100;a
chr3;50400000;50600000;62;a
chr3;50600000;50800000;24;a
chr3;50800000;51000000;18;a
chr3;51000000;51200000;26;a
chr3;51200000;51400000;25;a
chr3;51400000;51600000;28;a
chr3;51600000;51800000;29;a
chr3;51800000;52000000;30;a
chr3;52000000;52200000;36;a
chr3;52200000;52400000;21;a
chr3;52400000;52600000;41;a
chr3;52600000;52800000;15;a
chr3;52800000;53000000;25;a
chr3;53000000;53200000;24;a
chr3;53200000;53400000;61;a
chr3;53400000;53600000;11;a
chr3;53600000;53800000;3;a
chr3;53800000;54000000;9;a
chr3;54000000;54200000;9;a
chr3;54200000;54400000;6;a
chr3;54400000;54600000;26;a
chr3;54600000;54800000;51;a
chr4;0;200000;0;a
chr4;200000;400000;64;a
chr4;400000;600000;41;a
chr4;600000;800000;57;a
chr4;800000;1000000;47;a
chr4;1000000;1200000;48;a
chr4;1200000;1400000;34;a
chr4;1400000;1600000;61;a
chr4;1600000;1800000;54;a
chr4;1800000;2000000;42;a
chr4;2000000;2200000;57;a
chr4;2200000;2400000;47;a
chr4;2400000;2600000;57;a
chr4;2600000;2800000;56;a
chr4;2800000;3000000;35;a
chr4;3000000;3200000;64;a
chr4;3200000;3400000;46;a
chr4;3400000;3600000;36;a
chr4;3600000;3800000;53;a
chr4;3800000;4000000;39;a
chr4;4000000;4200000;47;a
chr4;4200000;4400000;41;a
chr4;4400000;4600000;55;a
chr4;4600000;4800000;50;a
chr4;4800000;5000000;37;a
chr4;5000000;5200000;41;a
chr4;5200000;5400000;57;a
chr4;5400000;5600000;41;a
chr4;5600000;5800000;53;a
chr4;5800000;6000000;48;a
chr4;6000000;6200000;41;a
chr4;6200000;6400000;44;a
chr4;6400000;6600000;41;a
chr4;6600000;6800000;49;a
chr4;6800000;7000000;52;a
chr4;7000000;7200000;28;a
chr4;7200000;7400000;29;a
chr4;7400000;7600000;34;a
chr4;7600000;7800000;37;a
chr4;7800000;8000000;60;a
chr4;8000000;8200000;50;a
chr4;8200000;8400000;61;a
chr4;8400000;8600000;42;a
chr4;8600000;8800000;41;a
chr4;8800000;9000000;30;a
chr4;9000000;9200000;33;a
chr4;9200000;9400000;44;a
chr4;9400000;9600000;59;a
chr4;9600000;9800000;41;a
chr4;9800000;10000000;40;a
chr4;10000000;10200000;26;a
chr4;10200000;10400000;1;a
chr4;10400000;10600000;26;a
chr4;10600000;10800000;36;a
chr4;10800000;11000000;37;a
chr4;11000000;11200000;46;a
chr4;11200000;11400000;41;a
chr4;11400000;11600000;7;a
chr4;11600000;11800000;18;a
chr4;11800000;12000000;14;a
chr4;12000000;12200000;23;a
chr4;12200000;12400000;24;a
chr4;12400000;12600000;32;a
chr4;12600000;12800000;43;a
chr4;12800000;13000000;11;a
chr4;13000000;13200000;31;a
chr4;13200000;13400000;8;a
chr4;13400000;13600000;3;a
chr4;13600000;13800000;20;a
chr4;13800000;14000000;26;a
chr4;14000000;14200000;49;a
chr4;14200000;14400000;20;a
chr4;14400000;14600000;33;a
chr4;14600000;14800000;42;a
chr4;14800000;15000000;28;a
chr4;15000000;15200000;12;a
chr4;15200000;15400000;19;a
chr4;15400000;15600000;31;a
chr4;15600000;15800000;25;a
chr4;15800000;16000000;25;a
chr4;16000000;16200000;6;a
chr4;16200000;16400000;33;a
chr4;16400000;16600000;10;a
chr4;16600000;16800000;8;a
chr4;16800000;17000000;7;a
chr4;17000000;17200000;29;a
chr4;17200000;17400000;7;a
chr4;17400000;17600000;13;a
chr4;17600000;17800000;16;a
chr4;17800000;18000000;21;a
chr4;18000000;18200000;20;a
chr4;18200000;18400000;9;a
chr4;18400000;18600000;6;a
chr4;18600000;18800000;18;a
chr4;18800000;19000000;13;a
chr4;19000000;19200000;5;a
chr4;19200000;19400000;18;a
chr4;19400000;19600000;19;a
chr4;19600000;19800000;12;a
chr4;19800000;20000000;11;a
chr4;20000000;20200000;16;a
chr4;20200000;20400000;4;a
chr4;20400000;20600000;9;a
chr4;20600000;20800000;10;a
chr4;20800000;21000000;8;a
chr4;21000000;21200000;8;a
chr4;21200000;21400000;8;a
chr4;21400000;21600000;0;a
chr4;21600000;21800000;0;a
chr4;21800000;22000000;8;a
chr4;22000000;22200000;4;a
chr4;22200000;22400000;0;a
chr4;22400000;22600000;0;a
chr4;22600000;22800000;6;a
chr4;22800000;23000000;1;a
chr4;23000000;23200000;8;a
chr4;23200000;23400000;1;a
chr4;23400000;23600000;3;a
chr4;23600000;23800000;3;a
chr4;23800000;24000000;1;a
chr4;24000000;24200000;8;a
chr4;24200000;24400000;0;a
chr4;24400000;24600000;0;a
chr4;24600000;24800000;0;a
chr4;24800000;25000000;10;a
chr4;25000000;25200000;7;a
chr4;25200000;25400000;5;a
chr4;25400000;25600000;4;a
chr4;25600000;25800000;0;a
chr4;25800000;26000000;0;a
chr4;26000000;26200000;8;a
chr4;26200000;26400000;11;a
chr4;26400000;26600000;7;a
chr4;26600000;26800000;7;a
chr4;26800000;27000000;2;a
chr4;27000000;27200000;5;a
chr4;27200000;27400000;3;a
chr4;27400000;27600000;4;a
chr4;27600000;27800000;0;a
chr4;27800000;28000000;0;a
chr4;28000000;28200000;1;a
chr4;28200000;28400000;0;a
chr4;28400000;28600000;1;a
chr4;28600000;28800000;18;a
chr4;28800000;29000000;5;a
chr4;29000000;29200000;0;a
chr4;29200000;29400000;6;a
chr4;29400000;29600000;0;a
chr4;29600000;29800000;1;a
chr4;29800000;30000000;0;a
chr4;30000000;30200000;0;a
chr4;30200000;30400000;4;a
chr4;30400000;30600000;6;a
chr4;30600000;30800000;2;a
chr4;30800000;31000000;3;a
chr4;31000000;31200000;2;a
chr4;31200000;31400000;13;a
chr4;31400000;31600000;5;a
chr4;31600000;31800000;5;a
chr4;31800000;32000000;6;a
chr4;32000000;32200000;0;a
chr4;32200000;32400000;0;a
chr4;32400000;32600000;7;a
chr4;32600000;32800000;2;a
chr4;32800000;33000000;0;a
chr4;33000000;33200000;11;a
chr4;33200000;33400000;5;a
chr4;33400000;33600000;11;a
chr4;33600000;33800000;1;a
chr4;33800000;34000000;1;a
chr4;34000000;34200000;10;a
chr4;34200000;34400000;3;a
chr4;34400000;34600000;0;a
chr4;34600000;34800000;0;a
chr4;34800000;35000000;0;a
chr4;35000000;35200000;0;a
chr4;35200000;35400000;1;a
chr4;35400000;35600000;14;a
chr4;35600000;35800000;8;a
chr4;35800000;36000000;0;a
chr4;36000000;36200000;1;a
chr4;36200000;36400000;6;a
chr4;36400000;36600000;4;a
chr4;36600000;36800000;1;a
chr4;36800000;37000000;0;a
chr4;37000000;37200000;2;a
chr4;37200000;37400000;17;a
chr4;37400000;37600000;11;a
chr4;37600000;37800000;1;a
chr4;37800000;38000000;11;a
chr4;38000000;38200000;2;a
chr4;38200000;38400000;4;a
chr4;38400000;38600000;8;a
chr4;38600000;38800000;12;a
chr4;38800000;39000000;8;a
chr4;39000000;39200000;7;a
chr4;39200000;39400000;7;a
chr4;39400000;39600000;7;a
chr4;39600000;39800000;13;a
chr4;39800000;40000000;30;a
chr4;40000000;40200000;13;a
chr4;40200000;40400000;20;a
chr4;40400000;40600000;23;a
chr4;40600000;40800000;8;a
chr4;40800000;41000000;1;a
chr4;41000000;41200000;0;a
chr4;41200000;41400000;2;a
chr4;41400000;41600000;0;a
chr4;41600000;41800000;0;a
chr4;41800000;42000000;0;a
chr4;42000000;42200000;7;a
chr4;42200000;42400000;19;a
chr4;42400000;42600000;0;a
chr4;42600000;42800000;0;a
chr4;42800000;43000000;5;a
chr4;43000000;43200000;18;a
chr4;43200000;43400000;6;a
chr4;43400000;43600000;3;a
chr4;43600000;43800000;9;a
chr4;43800000;44000000;14;a
chr4;44000000;44200000;23;a
chr4;44200000;44400000;5;a
chr4;44400000;44600000;1;a
chr4;44600000;44800000;6;a
chr4;44800000;45000000;22;a
chr4;45000000;45200000;31;a
chr4;45200000;45400000;11;a
chr4;45400000;45600000;5;a
chr4;45600000;45800000;6;a
chr4;45800000;46000000;13;a
chr4;46000000;46200000;28;a
chr4;46200000;46400000;12;a
chr4;46400000;46600000;17;a
chr4;46600000;46800000;23;a
chr4;46800000;47000000;12;a
chr4;47000000;47200000;13;a
chr4;47200000;47400000;42;a
chr4;47400000;47600000;40;a
chr4;47600000;47800000;32;a
chr4;47800000;48000000;38;a
chr4;48000000;48200000;33;a
chr4;48200000;48400000;27;a
chr4;48400000;48600000;10;a
chr4;48600000;48800000;26;a
chr4;48800000;49000000;18;a
chr4;49000000;49200000;37;a
chr4;49200000;49400000;54;a
chr4;49400000;49600000;51;a
chr5;0;200000;0;a
chr5;200000;400000;31;a
chr5;400000;600000;50;a
chr5;600000;800000;16;a
chr5;800000;1000000;23;a
chr5;1000000;1200000;10;a
chr5;1200000;1400000;23;a
chr5;1400000;1600000;15;a
chr5;1600000;1800000;13;a
chr5;1800000;2000000;9;a
chr5;2000000;2200000;38;a
chr5;2200000;2400000;11;a
chr5;2400000;2600000;11;a
chr5;2600000;2800000;13;a
chr5;2800000;3000000;11;a
chr5;3000000;3200000;24;a
chr5;3200000;3400000;4;a
chr5;3400000;3600000;16;a
chr5;3600000;3800000;10;a
chr5;3800000;4000000;24;a
chr5;4000000;4200000;15;a
chr5;4200000;4400000;11;a
chr5;4400000;4600000;3;a
chr5;4600000;4800000;4;a
chr5;4800000;5000000;12;a
chr5;5000000;5200000;13;a
chr5;5200000;5400000;29;a
chr5;5400000;5600000;0;a
chr5;5600000;5800000;9;a
chr5;5800000;6000000;7;a
chr5;6000000;6200000;3;a
chr5;6200000;6400000;13;a
chr5;6400000;6600000;1;a
chr5;6600000;6800000;3;a
chr5;6800000;7000000;2;a
chr5;7000000;7200000;6;a
chr5;7200000;7400000;7;a
chr5;7400000;7600000;4;a
chr5;7600000;7800000;18;a
chr5;7800000;8000000;1;a
chr5;8000000;8200000;17;a
chr5;8200000;8400000;2;a
chr5;8400000;8600000;7;a
chr5;8600000;8800000;2;a
chr5;8800000;9000000;5;a
chr5;9000000;9200000;3;a
chr5;9200000;9400000;3;a
chr5;9400000;9600000;2;a
chr5;9600000;9800000;2;a
chr5;9800000;10000000;8;a
chr5;10000000;10200000;2;a
chr5;10200000;10400000;5;a
chr5;10400000;10600000;0;a
chr5;10600000;10800000;1;a
chr5;10800000;11000000;17;a
chr5;11000000;11200000;7;a
chr5;11200000;11400000;9;a
chr5;11400000;11600000;7;a
chr5;11600000;11800000;11;a
chr5;11800000;12000000;14;a
chr5;12000000;12200000;6;a
chr5;12200000;12400000;2;a
chr5;12400000;12600000;3;a
chr5;12600000;12800000;1;a
chr5;12800000;13000000;15;a
chr5;13000000;13200000;9;a
chr5;13200000;13400000;9;a
chr5;13400000;13600000;0;a
chr5;13600000;13800000;1;a
chr5;13800000;14000000;1;a
chr5;14000000;14200000;11;a
chr5;14200000;14400000;14;a
chr5;14400000;14600000;0;a
chr5;14600000;14800000;5;a
chr5;14800000;15000000;3;a
chr5;15000000;15200000;0;a
chr5;15200000;15400000;12;a
chr5;15400000;15600000;3;a
chr5;15600000;15800000;4;a
chr5;15800000;16000000;0;a
chr5;16000000;16200000;2;a
chr5;16200000;16400000;0;a
chr5;16400000;16600000;0;a
chr5;16600000;16800000;0;a
chr5;16800000;17000000;0;a
chr5;17000000;17200000;4;a
chr5;17200000;17400000;0;a
chr5;17400000;17600000;0;a
chr5;17600000;17800000;0;a
chr5;17800000;18000000;7;a
chr5;18000000;18200000;0;a
chr5;18200000;18400000;5;a
chr5;18400000;18600000;3;a
chr5;18600000;18800000;2;a
chr5;18800000;19000000;3;a
chr5;19000000;19200000;7;a
chr5;19200000;19400000;2;a
chr5;19400000;19600000;5;a
chr5;19600000;19800000;8;a
chr5;19800000;20000000;9;a
chr5;20000000;20200000;22;a
chr5;20200000;20400000;21;a
chr5;20400000;20600000;2;a
chr5;20600000;20800000;17;a
chr5;20800000;21000000;7;a
chr5;21000000;21200000;11;a
chr5;21200000;21400000;11;a
chr5;21400000;21600000;13;a
chr5;21600000;21800000;17;a
chr5;21800000;22000000;7;a
chr5;22000000;22200000;2;a
chr5;22200000;22400000;9;a
chr5;22400000;22600000;17;a
chr5;22600000;22800000;5;a
chr5;22800000;23000000;13;a
chr5;23000000;23200000;7;a
chr5;23200000;23400000;13;a
chr5;23400000;23600000;27;a
chr5;23600000;23800000;0;a
chr5;23800000;24000000;0;a
chr5;24000000;24200000;0;a
chr5;24200000;24400000;14;a
chr5;24400000;24600000;24;a
chr5;24600000;24800000;14;a
chr5;24800000;25000000;2;a
chr5;25000000;25200000;36;a
chr5;25200000;25400000;8;a
chr5;25400000;25600000;6;a
chr5;25600000;25800000;1;a
chr5;25800000;26000000;9;a
chr5;26000000;26200000;3;a
chr5;26200000;26400000;19;a
chr5;26400000;26600000;13;a
chr5;26600000;26800000;12;a
chr5;26800000;27000000;3;a
chr5;27000000;27200000;4;a
chr5;27200000;27400000;15;a
chr5;27400000;27600000;3;a
chr5;27600000;27800000;3;a
chr5;27800000;28000000;5;a
chr5;28000000;28200000;20;a
chr5;28200000;28400000;20;a
chr5;28400000;28600000;8;a
chr5;28600000;28800000;11;a
chr5;28800000;29000000;7;a
chr5;29000000;29200000;83;a
chr5;29200000;29400000;100;a
chr5;29400000;29600000;28;a
chr5;29600000;29800000;29;a
chr5;29800000;30000000;32;a
chr5;30000000;30200000;2;a
chr5;30200000;30400000;35;a
chr5;30400000;30600000;14;a
chr5;30600000;30800000;32;a
chr5;30800000;31000000;99;a
chr5;31000000;31200000;59;a
chr5;31200000;31400000;22;a
chr5;31400000;31600000;22;a
chr5;31600000;31800000;12;a
chr5;31800000;32000000;12;a
chr5;32000000;32200000;17;a
chr5;32200000;32400000;8;a
chr5;32400000;32600000;7;a
chr5;32600000;32800000;12;a
chr5;32800000;33000000;10;a
chr5;33000000;33200000;11;a
chr5;33200000;33400000;2;a
chr5;33400000;33600000;0;a
chr5;33600000;33800000;5;a
chr5;33800000;34000000;11;a
chr5;34000000;34200000;35;a
chr5;34200000;34400000;9;a
chr5;34400000;34600000;15;a
chr5;34600000;34800000;19;a
chr5;34800000;35000000;14;a
chr5;35000000;35200000;21;a
chr5;35200000;35400000;21;a
chr5;35400000;35600000;30;a
chr5;35600000;35800000;20;a
chr5;35800000;36000000;13;a
chr5;36000000;36200000;9;a
chr5;36200000;36400000;14;a
chr5;36400000;36600000;18;a
chr5;36600000;36800000;32;a
chr5;36800000;37000000;29;a
chr5;37000000;37200000;45;a
chr5;37200000;37400000;44;a
chr5;37400000;37600000;30;a
chr5;37600000;37800000;37;a
chr5;37800000;38000000;38;a
chr5;38000000;38200000;10;a
chr5;38200000;38400000;12;a
chr5;38400000;38600000;23;a
chr5;38600000;38800000;48;a
chr5;38800000;39000000;35;a
chr5;39000000;39200000;32;a
chr5;39200000;39400000;31;a
chr5;39400000;39600000;38;a
chr5;39600000;39800000;12;a
chr5;39800000;40000000;7;a
chr5;40000000;40200000;10;a
chr5;40200000;40400000;45;a
chr5;40400000;40600000;34;a
chr5;40600000;40800000;51;a
chr5;40800000;41000000;47;a
chr5;41000000;41200000;27;a
chr5;41200000;41400000;28;a
chr5;41400000;41600000;40;a
chr5;41600000;41800000;43;a
chr5;41800000;42000000;52;a
chr5;42000000;42200000;59;a
chr5;42200000;42400000;20;a
chr5;42400000;42600000;54;a
chr5;42600000;42800000;47;a
chr5;42800000;43000000;46;a
chr5;43000000;43200000;33;a
chr5;43200000;43400000;14;a
chr5;43400000;43600000;45;a
chr5;43600000;43800000;62;a
chr5;43800000;44000000;24;a
chr5;44000000;44200000;47;a
chr5;44200000;44400000;91;a
chr5;44400000;44600000;77;a
chr5;44600000;44800000;57;a
chr5;44800000;45000000;41;a
chr5;45000000;45200000;53;a
chr5;45200000;45400000;53;a
chr5;45400000;45600000;55;a
chr5;45600000;45800000;44;a
chr5;45800000;46000000;33;a
chr5;46000000;46200000;44;a
chr5;46200000;46400000;37;a
chr5;46400000;46600000;47;a
chr5;46600000;46800000;55;a
chr5;46800000;47000000;55;a
chr5;47000000;47200000;52;a
chr5;47200000;47400000;42;a
chr5;47400000;47600000;51;a
chr5;47600000;47800000;49;a
chr5;47800000;48000000;59;a
chr5;48000000;48200000;49;a
chr5;48200000;48400000;53;a
chr5;48400000;48600000;51;a
chr5;48600000;48800000;49;a
chr5;48800000;49000000;54;a
chr6;0;200000;0;a
chr6;200000;400000;50;a
chr6;400000;600000;43;a
chr6;600000;800000;32;a
chr6;800000;1000000;46;a
chr6;1000000;1200000;32;a
chr6;1200000;1400000;49;a
chr6;1400000;1600000;46;a
chr6;1600000;1800000;41;a
chr6;1800000;2000000;34;a
chr6;2000000;2200000;37;a
chr6;2200000;2400000;52;a
chr6;2400000;2600000;44;a
chr6;2600000;2800000;49;a
chr6;2800000;3000000;49;a
chr6;3000000;3200000;55;a
chr6;3200000;3400000;35;a
chr6;3400000;3600000;39;a
chr6;3600000;3800000;48;a
chr6;3800000;4000000;60;a
chr6;4000000;4200000;54;a
chr6;4200000;4400000;38;a
chr6;4400000;4600000;31;a
chr6;4600000;4800000;42;a
chr6;4800000;5000000;40;a
chr6;5000000;5200000;60;a
chr6;5200000;5400000;28;a
chr6;5400000;5600000;35;a
chr6;5600000;5800000;40;a
chr6;5800000;6000000;57;a
chr6;6000000;6200000;56;a
chr6;6200000;6400000;54;a
chr6;6400000;6600000;40;a
chr6;6600000;6800000;42;a
chr6;6800000;7000000;43;a
chr6;7000000;7200000;45;a
chr6;7200000;7400000;47;a
chr6;7400000;7600000;45;a
chr6;7600000;7800000;36;a
chr6;7800000;8000000;59;a
chr6;8000000;8200000;46;a
chr6;8200000;8400000;43;a
chr6;8400000;8600000;35;a
chr6;8600000;8800000;53;a
chr6;8800000;9000000;39;a
chr6;9000000;9200000;49;a
chr6;9200000;9400000;40;a
chr6;9400000;9600000;45;a
chr6;9600000;9800000;58;a
chr6;9800000;10000000;46;a
chr6;10000000;10200000;52;a
chr6;10200000;10400000;41;a
chr6;10400000;10600000;37;a
chr6;10600000;10800000;45;a
chr6;10800000;11000000;36;a
chr6;11000000;11200000;23;a
chr6;11200000;11400000;28;a
chr6;11400000;11600000;28;a
chr6;11600000;11800000;46;a
chr6;11800000;12000000;47;a
chr6;12000000;12200000;29;a
chr6;12200000;12400000;32;a
chr6;12400000;12600000;34;a
chr6;12600000;12800000;49;a
chr6;12800000;13000000;43;a
chr6;13000000;13200000;36;a
chr6;13200000;13400000;42;a
chr6;13400000;13600000;35;a
chr6;13600000;13800000;40;a
chr6;13800000;14000000;39;a
chr6;14000000;14200000;40;a
chr6;14200000;14400000;46;a
chr6;14400000;14600000;38;a
chr6;14600000;14800000;36;a
chr6;14800000;15000000;41;a
chr6;15000000;15200000;17;a
chr6;15200000;15400000;23;a
chr6;15400000;15600000;33;a
chr6;15600000;15800000;41;a
chr6;15800000;16000000;32;a
chr6;16000000;16200000;39;a
chr6;16200000;16400000;34;a
chr6;16400000;16600000;22;a
chr6;16600000;16800000;39;a
chr6;16800000;17000000;37;a
chr6;17000000;17200000;41;a
chr6;17200000;17400000;10;a
chr6;17400000;17600000;28;a
chr6;17600000;17800000;33;a
chr6;17800000;18000000;86;a
chr6;18000000;18200000;100;a
chr6;18200000;18400000;100;a
chr6;18400000;18600000;100;a
chr6;18600000;18800000;74;a
chr6;18800000;19000000;30;a
chr6;19000000;19200000;32;a
chr6;19200000;19400000;23;a
chr6;19400000;19600000;19;a
chr6;19600000;19800000;3;a
chr6;19800000;20000000;1;a
chr6;20000000;20200000;18;a
chr6;20200000;20400000;40;a
chr6;20400000;20600000;0;a
chr6;20600000;20800000;31;a
chr6;20800000;21000000;28;a
chr6;21000000;21200000;21;a
chr6;21200000;21400000;11;a
chr6;21400000;21600000;4;a
chr6;21600000;21800000;26;a
chr6;21800000;22000000;40;a
chr6;22000000;22200000;20;a
chr6;22200000;22400000;28;a
chr6;22400000;22600000;11;a
chr6;22600000;22800000;12;a
chr6;22800000;23000000;19;a
chr6;23000000;23200000;29;a
chr6;23200000;23400000;17;a
chr6;23400000;23600000;29;a
chr6;23600000;23800000;28;a
chr6;23800000;24000000;14;a
chr6;24000000;24200000;29;a
chr6;24200000;24400000;20;a
chr6;24400000;24600000;18;a
chr6;24600000;24800000;16;a
chr6;24800000;25000000;4;a
chr6;25000000;25200000;11;a
chr6;25200000;25400000;11;a
chr6;25400000;25600000;3;a
chr6;25600000;25800000;13;a
chr6;25800000;26000000;7;a
chr6;26000000;26200000;18;a
chr6;26200000;26400000;0;a
chr6;26400000;26600000;10;a
chr6;26600000;26800000;14;a
chr6;26800000;27000000;15;a
chr6;27000000;27200000;14;a
chr6;27200000;27400000;1;a
chr6;27400000;27600000;9;a
chr6;27600000;27800000;12;a
chr6;27800000;28000000;22;a
chr6;28000000;28200000;21;a
chr6;28200000;28400000;3;a
chr6;28400000;28600000;24;a
chr6;28600000;28800000;6;a
chr6;28800000;29000000;6;a
chr6;29000000;29200000;5;a
chr6;29200000;29400000;10;a
chr6;29400000;29600000;3;a
chr6;29600000;29800000;0;a
chr6;29800000;30000000;0;a
chr6;30000000;30200000;6;a
chr6;30200000;30400000;1;a
chr6;30400000;30600000;4;a
chr6;30600000;30800000;0;a
chr6;30800000;31000000;15;a
chr6;31000000;31200000;12;a
chr6;31200000;31400000;5;a
chr6;31400000;31600000;4;a
chr6;31600000;31800000;3;a
chr6;31800000;32000000;6;a
chr6;32000000;32200000;12;a
chr6;32200000;32400000;0;a
chr6;32400000;32600000;0;a
chr6;32600000;32800000;13;a
chr6;32800000;33000000;7;a
chr6;33000000;33200000;2;a
chr6;33200000;33400000;2;a
chr6;33400000;33600000;0;a
chr6;33600000;33800000;0;a
chr6;33800000;34000000;2;a
chr6;34000000;34200000;2;a
chr6;34200000;34400000;19;a
chr6;34400000;34600000;1;a
chr6;34600000;34800000;19;a
chr6;34800000;35000000;0;a
chr6;35000000;35200000;5;a
chr6;35200000;35400000;1;a
chr6;35400000;35600000;1;a
chr6;35600000;35800000;1;a
